place_id,zipcode,place_type,place_name,latitude,longitude,website_url,property_address,map_url,phone,opening_hours
ChIJA0ZHhUT99IgR7QtK5rk2Nkc,30320,grocery_or_supermarket,Walmart Express,33.6562283,-84.4240045,http://www.walmart.com/store/5010,"1030 Delta Blvd, Atlanta, GA 30354, USA",https://maps.google.com/?cid=5131348997495720941,(404) 305-8890,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours"
ChIJgfAJLSXj9IgRrqIn-gD9OTc,30320,grocery_or_supermarket,Cash & Carry,33.6165258,-84.4508289,https://www.smartfoodservice.com/,"1881 Southampton Rd, Atlanta, GA 30349, USA",https://maps.google.com/?cid=3979489926397272750,(770) 991-2008,
ChIJB9i6rq_i9IgRY6cUo_oOyRk,30320,grocery_or_supermarket,Bond Organic Market,33.6632094,-84.4465815,http://bondorganicmarket.com/,"3389 Main St, College Park, GA 30337, USA",https://maps.google.com/?cid=1858032790907692899,(404) 596-8377,"Monday: 8:00 AM  6:00 PM, Tuesday: 8:00 AM  7:00 PM, Wednesday: 8:00 AM  7:00 PM, Thursday: 8:00 AM  7:00 PM, Friday: 8:00 AM  7:00 PM, Saturday: 8:00 AM  7:00 PM, Sunday: Closed"
ChIJQ2WQ17n89IgRnqqC_BzjFhw,30320,grocery_or_supermarket,Wayfield Foods Inc,33.6071118,-84.4442716,http://wayfieldfoods.com/,"5432 Grande River Rd, College Park, GA 30349, USA",https://maps.google.com/?cid=2024054796184627870,(678) 216-0674,"Monday: 8:00 AM  10:00 PM, Tuesday: 8:00 AM  10:00 PM, Wednesday: 8:00 AM  10:00 PM, Thursday: 8:00 AM  10:00 PM, Friday: 8:00 AM  10:00 PM, Saturday: 8:00 AM  9:00 PM, Sunday: 8:00 AM  9:00 PM"
ChIJEZoCPXH99IgREIjZU_PiL7g,30320,grocery_or_supermarket,City Market,33.6559589,-84.4024886,https://www.citymarket.com/,"417 N Central Ave, Atlanta, GA 30354, USA",https://maps.google.com/?cid=13272076161595836432,(404) 766-7595,
ChIJ6WlsIVb99IgRzGTvwbmU5mA,30320,convenience_store,Discount Grocery,33.671562,-84.4316319,https://groceryoutlet.com/,"3056 Bayard St, East Point, GA 30344, USA",https://maps.google.com/?cid=6982431797828084940,(888) 227-4246,
ChIJL858kG_99IgRH6lNfQJdx_U,30320,grocery_or_supermarket,Nature's Own Herb Shop,33.6581893,-84.4087343,http://www.naturesownherbs.com/,"628 S Central Ave, Atlanta, GA 30354, USA",https://maps.google.com/?cid=17710226324931324191,(404) 209-1969,"Monday: 10:00 AM  7:00 PM, Tuesday: 10:00 AM  7:00 PM, Wednesday: 10:00 AM  7:00 PM, Thursday: 10:00 AM  7:00 PM, Friday: 10:00 AM  7:00 PM, Saturday: 10:00 AM  7:00 PM, Sunday: Closed"
ChIJcwkZisr89IgR6fVaVJeD7Xw,30320,grocery_or_supermarket,New Happy Market,33.6056311,-84.4357895,,"5477 Riverdale Rd, Atlanta, GA 30349, USA",https://maps.google.com/?cid=9001995916162037225,(770) 991-2517,"Monday: 8:00 AM  8:00 PM, Tuesday: 8:00 AM  8:00 PM, Wednesday: 8:00 AM  8:00 PM, Thursday: 8:00 AM  8:00 PM, Friday: 8:30 AM  8:30 PM, Saturday: 8:30 AM  8:30 PM, Sunday: 8:00 AM  8:00 PM"
ChIJF1Bdx5_i9IgRTn4Vb2KDm4M,30320,grocery_or_supermarket,Piggly Wiggly,33.670228,-84.4610834,http://www.pigglywiggly.com/,"3100 Washington Rd, East Point, GA 30344, USA",https://maps.google.com/?cid=9483317899152424526,(404) 763-3835,"Monday: 8:00 AM  9:00 PM, Tuesday: 8:00 AM  9:00 PM, Wednesday: 8:00 AM  9:00 PM, Thursday: 8:00 AM  9:00 PM, Friday: 8:00 AM  9:00 PM, Saturday: 8:00 AM  9:00 PM, Sunday: 8:00 AM  8:00 PM"
ChIJbS1MyKIC9YgR_f8TS956S-M,30320,grocery_or_supermarket,GNT Foods,33.6809918,-84.4177651,,"874 Cleveland Ave, Atlanta, GA 30344, USA",https://maps.google.com/?cid=16378319565023870973,(404) 763-1616,"Monday: 9:00 AM  8:00 PM, Tuesday: 9:00 AM  8:00 PM, Wednesday: 9:00 AM  8:00 PM, Thursday: 9:00 AM  8:00 PM, Friday: 9:00 AM  8:00 PM, Saturday: 9:00 AM  7:30 PM, Sunday: 9:00 AM  6:00 PM"
ChIJ3S0VrgJ29YgRIHBPyjqwIsg,30004,bakery,Publix Super Market at Bethany Village,34.1167638,-84.2712597,http://www.publix.com/,"N, 13800 GA-9, Alpharetta, GA 30004-4590, USA",https://maps.google.com/?cid=14421282723342544928,(770) 751-0312,"Monday: 7:00 AM  10:00 PM, Tuesday: 7:00 AM  10:00 PM, Wednesday: 7:00 AM  10:00 PM, Thursday: 7:00 AM  10:00 PM, Friday: 7:00 AM  10:00 PM, Saturday: 7:00 AM  10:00 PM, Sunday: 7:00 AM  10:00 PM"
ChIJg_fcV_B19YgRDHBBNOiduyw,30004,grocery_or_supermarket,Kroger,34.0962786,-84.2777761,https://www.kroger.com/?cid=PDM-KROGER.GMB-LOCAL,"12870 State Highway 9, Alpharetta, GA 30004, USA",https://maps.google.com/?cid=3223343578948399116,(770) 772-3699,"Monday: 6:00 AM  1:00 AM, Tuesday: 6:00 AM  1:00 AM, Wednesday: 6:00 AM  1:00 AM, Thursday: 6:00 AM  1:00 AM, Friday: 6:00 AM  1:00 AM, Saturday: 6:00 AM  1:00 AM, Sunday: 6:00 AM  1:00 AM"
ChIJ3x5P3PB19YgRyY7jw5rAH1Y,30004,restaurant,"Madurai Foods Inc.,",34.0956618,-84.2765464,http://maduraifoods.com/,"12872 GA-9, Alpharetta, GA 30004, USA",https://maps.google.com/?cid=6205890582483799753,(678) 368-4692,"Monday: Closed, Tuesday: 10:00 AM  7:30 PM, Wednesday: 10:00 AM  7:30 PM, Thursday: 10:00 AM  7:30 PM, Friday: 10:00 AM  7:30 PM, Saturday: 10:00 AM  7:30 PM, Sunday: 4:00  7:30 PM"
ChIJ0Xs-l5-d9YgRX1fGftz2-ik,30004,department_store,Walmart Supercenter,34.150288,-84.249919,http://www.walmart.com/store/4436,"5455 Atlanta Hwy, Alpharetta, GA 30004, USA",https://maps.google.com/?cid=3025001526612875103,(770) 475-4101,"Monday: 6:00 AM  12:00 AM, Tuesday: 6:00 AM  12:00 AM, Wednesday: 6:00 AM  12:00 AM, Thursday: 6:00 AM  12:00 AM, Friday: 6:00 AM  12:00 AM, Saturday: 6:00 AM  12:00 AM, Sunday: 6:00 AM  12:00 AM"
ChIJoUYCyxqe9YgRqA8iQHmPHck,30004,grocery_or_supermarket,BASICS HALAL Meat and Grocery,34.0971212,-84.260974,,"13020 Morris Rd, Milton, GA 30004, USA",https://maps.google.com/?cid=14491896926877913000,(470) 282-3235,"Monday: 10:00 AM  9:00 PM, Tuesday: 10:00 AM  9:00 PM, Wednesday: 10:00 AM  9:00 PM, Thursday: 10:00 AM  9:00 PM, Friday: 10:00 AM  9:00 PM, Saturday: 10:00 AM  9:00 PM, Sunday: 10:00 AM  9:00 PM"
ChIJQ9z9Y-yd9YgRkB4ccxKhX6w,30004,grocery_or_supermarket,La Bodgea 2 Inc,34.1272733,-84.2555815,,"138 Tidwell Rd, Alpharetta, GA 30004, USA",https://maps.google.com/?cid=12420823397923823248,(770) 740-8235,
ChIJCdJrKZ6d9YgR9idECLLiRDo,30004,grocery_or_supermarket,Supermercado El Torito,34.1523013,-84.2504344,,"5445 GA-9, Alpharetta, GA 30004, USA",https://maps.google.com/?cid=4198730006886885366,(770) 664-8785,"Monday: 9:30 AM  9:30 PM, Tuesday: 9:30 AM  9:30 PM, Wednesday: 9:30 AM  9:30 PM, Thursday: 9:30 AM  9:30 PM, Friday: 9:30 AM  9:30 PM, Saturday: 9:00 AM  9:30 PM, Sunday: 8:00 AM  9:30 PM"
ChIJM2YNcPN19YgRMOIW6oW5WN0,30004,grocery_or_supermarket,India Plaza,34.0891763,-84.2761244,http://indiaplazallc.com/,"2905 Jordan Ct, Alpharetta, GA 30022, USA",https://maps.google.com/?cid=15949702065141768752,(678) 867-0388,"Monday: 10:00 AM  9:00 PM, Tuesday: 10:00 AM  9:00 PM, Wednesday: 10:00 AM  9:00 PM, Thursday: 10:00 AM  9:00 PM, Friday: 10:00 AM  9:00 PM, Saturday: 9:00 AM  9:00 PM, Sunday: 9:00 AM  9:00 PM"
ChIJj1m17wud9YgRC6QUC1FF85o,30004,grocery_or_supermarket,Plantation Italia,34.1561724,-84.245486,http://www.plantationitalia.com/,"5155 Atlanta Hwy #105, Alpharetta, GA 30004, USA",https://maps.google.com/?cid=11165344115562161163,(770) 475-7060,"Monday: Closed, Tuesday: 10:00 AM  7:00 PM, Wednesday: 10:00 AM  7:00 PM, Thursday: 10:00 AM  7:00 PM, Friday: 10:00 AM  7:00 PM, Saturday: 10:00 AM  7:00 PM, Sunday: 12:00  5:00 PM"
ChIJlytNXw-d9YgRotlg4Twf1zo,30004,bakery,Publix Super Market at Midway Shopping Center,34.1595401,-84.2395506,http://www.publix.com/,"4900 Atlanta Hwy, Alpharetta, GA 30004, USA",https://maps.google.com/?cid=4239891920532330914,(770) 754-4321,"Monday: 7:00 AM  10:00 PM, Tuesday: 7:00 AM  10:00 PM, Wednesday: 7:00 AM  10:00 PM, Thursday: 7:00 AM  10:00 PM, Friday: 7:00 AM  10:00 PM, Saturday: 7:00 AM  10:00 PM, Sunday: 7:00 AM  10:00 PM"
ChIJ6bOm2PN19YgR77r_h4_kueg,30004,department_store,Walmart Supercenter,34.093717,-84.274382,http://www.walmart.com/store/2941,"5200 Windward Pkwy, Milton, GA 30004, USA",https://maps.google.com/?cid=16769685992603892463,(770) 772-9033,"Monday: 5:00 AM  12:00 AM, Tuesday: 5:00 AM  12:00 AM, Wednesday: 5:00 AM  12:00 AM, Thursday: 5:00 AM  12:00 AM, Friday: 5:00 AM  12:00 AM, Saturday: 5:00 AM  12:00 AM, Sunday: 5:00 AM  12:00 AM"
ChIJqa9dqCJ39YgRZzzmG3nT1C8,30004,bakery,Publix Super Market at The Marketplace at Birmingham Village,34.1673871,-84.3308468,http://www.publix.com/,"980 Birmingham Rd #100, Alpharetta, GA 30004, USA",https://maps.google.com/?cid=3446612131957849191,(770) 751-5543,"Monday: 7:00 AM  10:00 PM, Tuesday: 7:00 AM  10:00 PM, Wednesday: 7:00 AM  10:00 PM, Thursday: 7:00 AM  10:00 PM, Friday: 7:00 AM  10:00 PM, Saturday: 7:00 AM  10:00 PM, Sunday: 7:00 AM  10:00 PM"
ChIJne3kmvh19YgRha_eio9HM0w,30004,grocery_or_supermarket,SuperTarget,34.0991389,-84.2686074,http://www.target.com/store-locator/store-details/storeNumber=2431#?afid=storeloc&cpng=GA&lnm=Milton_2431,"13055 GA-9, Milton, GA 30004, USA",https://maps.google.com/?cid=5490811052530511749,(770) 225-1780,"Monday: 8:00 AM  10:00 PM, Tuesday: 8:00 AM  10:00 PM, Wednesday: 8:00 AM  10:00 PM, Thursday: 8:00 AM  10:00 PM, Friday: 8:00 AM  10:00 PM, Saturday: 8:00 AM  10:00 PM, Sunday: 8:00 AM  9:00 PM"
ChIJO256c_d19YgR2_CG9m9nPH4,30004,food,GNC,34.0959366,-84.2788987,http://stores.gnc.com/ga/alpharetta/7085?utm_source=google&utm_medium=distrib&utm_campaign=google-distrib,"12850 GA-9, Alpharetta, GA 30004, USA",https://maps.google.com/?cid=9096259077956628699,(770) 777-7780,"Monday: 9:30 AM  8:00 PM, Tuesday: 9:30 AM  8:00 PM, Wednesday: 9:30 AM  8:00 PM, Thursday: 9:30 AM  8:00 PM, Friday: 9:30 AM  8:00 PM, Saturday: 10:00 AM  6:00 PM, Sunday: 12:00 AM  6:00 PM"
ChIJv_jQOwee9YgRlamq0tV7bzc,30004,store,Carniceria San Miguel 2,34.106732,-84.263897,,"3192 Avensong Village Cir, Alpharetta, GA 30004, USA",https://maps.google.com/?cid=3994547552793569685,(770) 619-2272,
ChIJIUHbfoN19YgR3nmflSnFA6Q,30004,grocery_or_supermarket,Whole Foods Market,34.0694645,-84.2784552,http://www.wholefoodsmarket.com/stores/avalon?s=AVL,"2800 Old Milton Pkwy, Alpharetta, GA 30004, USA",https://maps.google.com/?cid=11818506629544901086,(678) 534-3138,"Monday: 8:00 AM  10:00 PM, Tuesday: 8:00 AM  10:00 PM, Wednesday: 8:00 AM  10:00 PM, Thursday: 8:00 AM  10:00 PM, Friday: 8:00 AM  10:00 PM, Saturday: 8:00 AM  10:00 PM, Sunday: 8:00 AM  10:00 PM"
ChIJpXHCtGB49YgRs6nsrr7PILw,30004,bakery,Publix Super Market at Freehome Village,34.2367714,-84.2907933,http://www.publix.com/,"12424 Cumming Hwy, Canton, GA 30115, USA",https://maps.google.com/?cid=13556063296270674355,(678) 455-0112,"Monday: 7:00 AM  10:00 PM, Tuesday: 7:00 AM  10:00 PM, Wednesday: 7:00 AM  10:00 PM, Thursday: 7:00 AM  10:00 PM, Friday: 7:00 AM  10:00 PM, Saturday: 7:00 AM  10:00 PM, Sunday: 7:00 AM  10:00 PM"
ChIJUcxEOD139YgRLDbbvRzkcGw,30004,cafe,Wilbur & Rudy's Farmtable,34.1667534,-84.3335055,http://farmtablemarket.com/,"850 Hickory Flat Rd, Alpharetta, GA 30004, USA",https://maps.google.com/?cid=7813996165583287852,(877) 201-2601,"Monday: 6:30 AM  5:30 PM, Tuesday: 6:30 AM  5:30 PM, Wednesday: 6:30 AM  5:30 PM, Thursday: 6:30 AM  5:30 PM, Friday: 6:30 AM  5:30 PM, Saturday: 8:00 AM  6:00 PM, Sunday: 9:00 AM  4:00 PM"
ChIJyWQJbHh09YgRgiRZV15Ka9I,30004,bakery,Publix Super Market at Village Walk Shopping Center,34.0793628,-84.3574273,http://www.publix.com/,"270 Rucker Rd, Alpharetta, GA 30004, USA",https://maps.google.com/?cid=15162294339525747842,(770) 360-5591,"Monday: 7:00 AM  10:00 PM, Tuesday: 7:00 AM  10:00 PM, Wednesday: 7:00 AM  10:00 PM, Thursday: 7:00 AM  10:00 PM, Friday: 7:00 AM  10:00 PM, Saturday: 7:00 AM  10:00 PM, Sunday: 7:00 AM  10:00 PM"
ChIJsdifqHV09YgRAsDwkLpqsc4,30004,grocery_or_supermarket,Kroger,34.0857304,-84.3569171,https://www.kroger.com/?cid=PDM-KROGER.GMB-LOCAL,"12460 Crabapple Rd, Alpharetta, GA 30004, USA",https://maps.google.com/?cid=14893802792219099138,(770) 740-2050,"Monday: 6:00 AM  1:00 AM, Tuesday: 6:00 AM  1:00 AM, Wednesday: 6:00 AM  1:00 AM, Thursday: 6:00 AM  1:00 AM, Friday: 6:00 AM  1:00 AM, Saturday: 6:00 AM  1:00 AM, Sunday: 6:00 AM  1:00 AM"
ChIJQ2i-J6yf9YgRzDj5ykrKN50,30005,bakery,Publix Super Market at Alpharetta Commons,34.0572891,-84.2351623,http://www.publix.com/,"4305 State Bridge Rd, Alpharetta, GA 30022, USA",https://maps.google.com/?cid=11328745810255493324,(770) 751-7991,"Monday: 7:00 AM  11:00 PM, Tuesday: 7:00 AM  11:00 PM, Wednesday: 7:00 AM  11:00 PM, Thursday: 7:00 AM  11:00 PM, Friday: 7:00 AM  11:00 PM, Saturday: 7:00 AM  11:00 PM, Sunday: 7:00 AM  11:00 PM"
ChIJOwNiKN2e9YgRkl4kNsxgZws,30005,grocery_or_supermarket,Super Global International Food Market,34.0716325,-84.2048752,,"11880 Douglas Rd, Alpharetta, GA 30005, USA",https://maps.google.com/?cid=821731887216352914,(770) 663-8823,
ChIJHbc6xgif9YgRJ3D8hBW-oIA,30005,grocery_or_supermarket,Kroger,34.049551,-84.223021,https://www.kroger.com/?cid=PDM-KROGER.GMB-LOCAL,"10945 State Bridge Rd, Alpharetta, GA 30022, USA",https://maps.google.com/?cid=9268617032763207719,(770) 751-3000,"Monday: 6:00 AM  1:00 AM, Tuesday: 6:00 AM  1:00 AM, Wednesday: 6:00 AM  1:00 AM, Thursday: 6:00 AM  1:00 AM, Friday: 6:00 AM  1:00 AM, Saturday: 6:00 AM  1:00 AM, Sunday: 6:00 AM  1:00 AM"
ChIJOwNiKN2e9YgRRGF0OG_sjZU,30005,bakery,Europeran Deli,34.0715092,-84.2044499,,"11950 Jones Bridge Rd, Alpharetta, GA 30005, USA",https://maps.google.com/?cid=10776529445800141124,(770) 664-4999,"Monday: 10:00 AM  8:00 PM, Tuesday: 10:00 AM  8:00 PM, Wednesday: 10:00 AM  8:00 PM, Thursday: 10:00 AM  8:00 PM, Friday: 10:00 AM  8:00 PM, Saturday: 9:00 AM  8:00 PM, Sunday: 11:00 AM  6:00 PM"
ChIJmRDVb62f9YgRa9gDmhympUo,30005,grocery_or_supermarket,Spices Hut,34.0607904,-84.237872,http://spiceshut.com/,"4150 Old Milton Pkwy #124, Alpharetta, GA 30005, USA",https://maps.google.com/?cid=5378887971737163883,(770) 410-9477,"Monday: 9:30 AM  9:00 PM, Tuesday: 9:30 AM  9:00 PM, Wednesday: 9:30 AM  9:00 PM, Thursday: 9:30 AM  9:00 PM, Friday: 9:30 AM  9:00 PM, Saturday: 9:30 AM  9:00 PM, Sunday: 9:30 AM  9:00 PM"
ChIJM2YNcPN19YgRMOIW6oW5WN0,30005,grocery_or_supermarket,India Plaza,34.0891763,-84.2761244,http://indiaplazallc.com/,"2905 Jordan Ct, Alpharetta, GA 30022, USA",https://maps.google.com/?cid=15949702065141768752,(678) 867-0388,"Monday: 10:00 AM  9:00 PM, Tuesday: 10:00 AM  9:00 PM, Wednesday: 10:00 AM  9:00 PM, Thursday: 10:00 AM  9:00 PM, Friday: 10:00 AM  9:00 PM, Saturday: 9:00 AM  9:00 PM, Sunday: 9:00 AM  9:00 PM"
ChIJUbWVY72e9YgRGFT3oGAiimc,30005,bakery,Publix Super Market at The Village at Flynn Crossing,34.0932472,-84.2063516,http://www.publix.com/,"5180 McGinnis Ferry Rd, Alpharetta, GA 30005, USA",https://maps.google.com/?cid=7460813531105416216,(770) 360-1025,"Monday: 7:00 AM  10:00 PM, Tuesday: 7:00 AM  10:00 PM, Wednesday: 7:00 AM  10:00 PM, Thursday: 7:00 AM  10:00 PM, Friday: 7:00 AM  10:00 PM, Saturday: 7:00 AM  10:00 PM, Sunday: 7:00 AM  10:00 PM"
ChIJ3x5P3PB19YgRyY7jw5rAH1Y,30005,restaurant,"Madurai Foods Inc.,",34.0956618,-84.2765464,http://maduraifoods.com/,"12872 GA-9, Alpharetta, GA 30004, USA",https://maps.google.com/?cid=6205890582483799753,(678) 368-4692,"Monday: Closed, Tuesday: 10:00 AM  7:30 PM, Wednesday: 10:00 AM  7:30 PM, Thursday: 10:00 AM  7:30 PM, Friday: 10:00 AM  7:30 PM, Saturday: 10:00 AM  7:30 PM, Sunday: 4:00  7:30 PM"
ChIJv_jQOwee9YgRlamq0tV7bzc,30005,store,Carniceria San Miguel 2,34.106732,-84.263897,,"3192 Avensong Village Cir, Alpharetta, GA 30004, USA",https://maps.google.com/?cid=3994547552793569685,(770) 619-2272,
ChIJbwU6m-ee9YgRkYTD7OI6I8k,30005,grocery_or_supermarket,Kroger,34.0705768,-84.2073743,https://www.kroger.com/?cid=PDM-KROGER.GMB-LOCAL,"11877 Douglas Rd, Alpharetta, GA 30005, USA",https://maps.google.com/?cid=14493492772117644433,(770) 751-3110,"Monday: 6:00 AM  1:00 AM, Tuesday: 6:00 AM  1:00 AM, Wednesday: 6:00 AM  1:00 AM, Thursday: 6:00 AM  1:00 AM, Friday: 6:00 AM  1:00 AM, Saturday: 6:00 AM  1:00 AM, Sunday: 6:00 AM  1:00 AM"
ChIJQ7D9lA6f9YgRPcZ5CS7VFAM,30005,grocery_or_supermarket,ALDI,34.0454009,-84.2214496,https://www.aldi.us/,"10955 Jones Bridge Rd, Johns Creek, GA 30022, USA",https://maps.google.com/?cid=222036675352184381,(855) 955-2534,"Monday: 9:00 AM  8:00 PM, Tuesday: 9:00 AM  8:00 PM, Wednesday: 9:00 AM  8:00 PM, Thursday: 9:00 AM  8:00 PM, Friday: 9:00 AM  8:00 PM, Saturday: 9:00 AM  8:00 PM, Sunday: 10:00 AM  7:00 PM"
ChIJO8mizhWZ9YgRDkJCMWA2NP0,30005,grocery_or_supermarket,Suvidha Indo-Pak Groceries,34.0773392,-84.1622567,http://www.suvidhaonline.com/,"3495 Peachtree Pkwy #105, Suwanee, GA 30024, USA",https://maps.google.com/?cid=18245267777155908110,(770) 292-1992,"Monday: 10:00 AM  9:30 PM, Tuesday: 10:00 AM  9:30 PM, Wednesday: 10:00 AM  9:30 PM, Thursday: 10:00 AM  9:30 PM, Friday: 10:00 AM  9:30 PM, Saturday: 10:00 AM  10:00 PM, Sunday: 10:00 AM  10:00 PM"
ChIJORC1wzyZ9YgRqG0raZOQoj8,30005,grocery_or_supermarket,Sprouts Farmers Market,34.070253,-84.170786,https://www.sprouts.com/stores/details/-/store-details/view/store/516,"3630 Peachtree Pkwy, Suwanee, GA 30024, USA",https://maps.google.com/?cid=4585386333415632296,(678) 690-1243,"Monday: 7:00 AM  10:00 PM, Tuesday: 7:00 AM  10:00 PM, Wednesday: 7:00 AM  10:00 PM, Thursday: 7:00 AM  10:00 PM, Friday: 7:00 AM  10:00 PM, Saturday: 7:00 AM  10:00 PM, Sunday: 7:00 AM  10:00 PM"
ChIJRYFkplCZ9YgRQX525TESnbE,30005,grocery_or_supermarket,Golden Key European Deli,34.0979494,-84.175444,,"2569 Peachtree Pkwy, Cumming, GA 30041, USA",https://maps.google.com/?cid=12798405721569263169,(770) 738-1101,"Monday: 11:00 AM  8:00 PM, Tuesday: 11:00 AM  8:00 PM, Wednesday: 11:00 AM  8:00 PM, Thursday: 11:00 AM  8:00 PM, Friday: 11:00 AM  8:00 PM, Saturday: 10:00 AM  7:00 PM, Sunday: 1:00  5:00 PM"
ChIJIUHbfoN19YgR3nmflSnFA6Q,30005,grocery_or_supermarket,Whole Foods Market,34.0694645,-84.2784552,http://www.wholefoodsmarket.com/stores/avalon?s=AVL,"2800 Old Milton Pkwy, Alpharetta, GA 30004, USA",https://maps.google.com/?cid=11818506629544901086,(678) 534-3138,"Monday: 8:00 AM  10:00 PM, Tuesday: 8:00 AM  10:00 PM, Wednesday: 8:00 AM  10:00 PM, Thursday: 8:00 AM  10:00 PM, Friday: 8:00 AM  10:00 PM, Saturday: 8:00 AM  10:00 PM, Sunday: 8:00 AM  10:00 PM"
ChIJq6lXk-Kb9YgRP9wPYL_olq0,30005,grocery_or_supermarket,Cherians International Fresh Market,34.1054843,-84.1761064,http://cherians.com/,"2255 Callaway Ct, Cumming, GA 30041, USA",https://maps.google.com/?cid=12508440923716181055,(770) 888-4141,"Monday: 10:00 AM  9:00 PM, Tuesday: 10:00 AM  9:00 PM, Wednesday: 10:00 AM  9:00 PM, Thursday: 10:00 AM  9:00 PM, Friday: 10:00 AM  9:00 PM, Saturday: 10:00 AM  9:00 PM, Sunday: 12:00  9:00 PM"
ChIJL30rvwuf9YgRj2d3frhn-Io,30005,store,Alpharetta Halal Meat,34.1057366,-84.1758159,,"2255 Peachtree Pkwy, Cumming, GA 30041, USA",https://maps.google.com/?cid=10013867813551695759,(770) 346-8808,"Monday: 10:00 AM  9:00 PM, Tuesday: 10:00 AM  9:00 PM, Wednesday: 10:00 AM  9:00 PM, Thursday: 10:00 AM  9:00 PM, Friday: 10:00 AM  9:00 PM, Saturday: 10:00 AM  9:00 PM, Sunday: 10:00 AM  9:00 PM"
ChIJpRcKFKyf9YgRKJ_LWexXvR0,30005,grocery_or_supermarket,Coisas do Brasil,34.060149,-84.242962,http://www.coisasdobrasil.net/,"4055 Old Milton Pkwy #12, Alpharetta, GA 30005, USA",https://maps.google.com/?cid=2142965670328639272,(678) 867-2115,"Monday: 7:00 AM  7:30 PM, Tuesday: 7:00 AM  7:30 PM, Wednesday: 7:00 AM  7:30 PM, Thursday: 7:00 AM  7:30 PM, Friday: 7:00 AM  7:30 PM, Saturday: 7:00 AM  7:30 PM, Sunday: Closed"
