"place_id","zipcode","place_type","place_name","latitude","longitude","website_url","property_address","map_url","phone","opening_hours"
"ChIJVU7mdex19YgRY-5cCdRzi0s","30004","school","Primrose School of Alpharetta","34.09087","-84.285837","http://www.primrosealpharetta.com/?utm_source=google&utm_medium=maplistings&utm_campaign=localmaps","315 Henderson Village Parkway, Alpharetta, GA 30004, USA","https://maps.google.com/?cid=5443571929134722659","(770) 664-7508","Monday: 6:30 AM  6:30 PM, Tuesday: 6:30 AM  6:30 PM, Wednesday: 6:30 AM  6:30 PM, Thursday: 6:30 AM  6:30 PM, Friday: 6:30 AM  6:30 PM, Saturday: Closed, Sunday: Closed"
"ChIJlc0T-Q-e9YgRXNoqXlL5Xts","30004","school","Montessori Scholars Academy","34.097946","-84.258161","http://www.montessorischolars.com/","13100 Morris Rd, Milton, GA 30004, USA","https://maps.google.com/?cid=15807345874279520860","(770) 754-0777","Monday: 6:30 AM  6:30 PM, Tuesday: 6:30 AM  6:30 PM, Wednesday: 6:30 AM  6:30 PM, Thursday: 6:30 AM  6:30 PM, Friday: 6:30 AM  6:30 PM, Saturday: Closed, Sunday: Closed"
"ChIJB5sxrpWd9YgRvz4YVbLNcOg","30004","school","Carrington Academy","34.133661","-84.251329","http://www.carringtonacademy.com/preschools/atlanta/alpharetta-mcfarland","6140 Atlanta Hwy, Alpharetta, GA 30004, USA","https://maps.google.com/?cid=16749113180006399679","(770) 777-6771","Monday: 6:30 AM  6:30 PM, Tuesday: 6:30 AM  6:30 PM, Wednesday: 6:30 AM  6:30 PM, Thursday: 6:30 AM  6:30 PM, Friday: 6:30 AM  6:30 PM, Saturday: Closed, Sunday: Closed"
"ChIJNVl6c_d19YgRcllK6ERaQk4","30004","school","Success Kids Learning Center","34.0966817","-84.27352089999999","http://www.successkidslearningcenter.com/","12920 GA-9, Alpharetta, GA 30004, USA","https://maps.google.com/?cid=5639168935422744946","(770) 475-5199","Monday: 7:00 AM  6:30 PM, Tuesday: 7:00 AM  6:30 PM, Wednesday: 7:00 AM  6:30 PM, Thursday: 7:00 AM  6:30 PM, Friday: 7:00 AM  6:30 PM, Saturday: Closed, Sunday: Closed"
"ChIJC9h3bpmd9YgR7KVcNNPKbxA","30004","school","Oak Grove Academy","34.1445607","-84.2532016","http://www.oakgroveacademy.org/","3460 Francis Rd, Alpharetta, GA 30004, USA","https://maps.google.com/?cid=1184388235487127020","(770) 772-7474","Monday: 6:30 AM  6:30 PM, Tuesday: 6:30 AM  6:30 PM, Wednesday: 6:30 AM  6:30 PM, Thursday: 6:30 AM  6:30 PM, Friday: 6:30 AM  6:30 PM, Saturday: Closed, Sunday: Closed"
"ChIJe9R7kQud9YgREzDjFChr9ZE","30004","point_of_interest","The Barker Lounge","34.1556072","-84.2458728","http://www.thebarkerlounge.com/alpharetta-ga.html","5165 Atlanta Hwy #201, Alpharetta, GA 30004, USA","https://maps.google.com/?cid=10517430324686958611","(770) 410-1364","Monday: 7:00 AM  7:00 PM, Tuesday: 7:00 AM  7:00 PM, Wednesday: 7:00 AM  7:00 PM, Thursday: 7:00 AM  7:00 PM, Friday: 7:00 AM  7:00 PM, Saturday: 7:00 AM  7:00 PM, Sunday: 7:00  11:00 AM, 3:00  7:00 PM"
"ChIJT_MV85Sd9YgRiMR0IvKRTv4","30004","point_of_interest","Building Blocks Child Dev Center","34.13259560000001","-84.2529321","http://www.buildingblocks2.net/","6180 Atlanta Hwy, Alpharetta, GA 30004, USA","https://maps.google.com/?cid=18324744402963317896","(770) 475-7196",""
"ChIJ34QYVeV19YgR-_pcbgDcg50","30004","school","The Goddard School","34.0981786","-84.28080079999999","http://www.goddardschool.com/Alpharetta-IIIGA?utm_source=google&utm_medium=business_listings&utm_campaign=school&utm_content=main_button","4875 Windward Pkwy, Alpharetta, GA 30004, USA","https://maps.google.com/?cid=11350157380313479931","(770) 663-4155","Monday: 6:30 AM  6:30 PM, Tuesday: 6:30 AM  6:30 PM, Wednesday: 6:30 AM  6:30 PM, Thursday: 6:30 AM  6:30 PM, Friday: 6:30 AM  6:30 PM, Saturday: Closed, Sunday: Closed"
"ChIJx-uXDTx29YgRq6-WSdciqN4","30004","point_of_interest","Countryside Pet Estates","34.13658770000001","-84.28470539999999","http://www.countrysidepetestates.com/","2540 Hopewell Rd, Milton, GA 30004, USA","https://maps.google.com/?cid=16044111980555317163","(770) 864-1020","Monday: 7:00 AM  7:00 PM, Tuesday: 7:00 AM  7:00 PM, Wednesday: 7:00 AM  7:00 PM, Thursday: 7:00 AM  7:00 PM, Friday: 7:00 AM  7:00 PM, Saturday: 9:00 AM  5:00 PM, Sunday: 9:00 AM  5:00 PM"
"ChIJHZqbfwad9YgR-q9N9oQcwEg","30004","point_of_interest","A Place Like Home Learning Center","34.157044","-84.235923","","180 Mullinax Rd, Alpharetta, GA 30004, USA","https://maps.google.com/?cid=5242221323652804602","(678) 624-7774",""
"ChIJKU_tqPB19YgR1OJXfic4ANc","30004","point_of_interest","IQ Academy - Alpharetta Montessori School","34.0979247","-84.27577119999999","http://iqacademyonline.com/","2865 Webb Rd, Alpharetta, GA 30004, USA","https://maps.google.com/?cid=15492444460429075156","(678) 762-0216",""
"ChIJz0rAR5ua9YgRAj__giKvI4Y","30004","point_of_interest","Camp Bow Wow Alpharetta","34.142623","-84.24890739999999","http://www.campbowwow.com/alpharetta","1755 Grassland Pkwy, Alpharetta, GA 30004, USA","https://maps.google.com/?cid=9665761788028731138","(678) 807-8505","Monday: 6:45 AM  7:00 PM, Tuesday: 6:45 AM  7:00 PM, Wednesday: 6:45 AM  7:00 PM, Thursday: 6:45 AM  7:00 PM, Friday: 6:45 AM  7:00 PM, Saturday: 7:00 AM  7:00 PM, Sunday: 7:00 AM  7:00 PM"
"ChIJO9Kb9Rqe9YgRyBGERqdU2Fs","30004","point_of_interest","Bright Horizons at Deerfield","34.09760430000001","-84.26969510000001","http://child-care-preschool.brighthorizons.com/GA/Alpharetta/deerfield/","3105 Webb Rd, Alpharetta, GA 30004, USA","https://maps.google.com/?cid=6618132729840275912","(678) 393-2991","Monday: 6:30 AM  6:30 PM, Tuesday: 6:30 AM  6:30 PM, Wednesday: 6:30 AM  6:30 PM, Thursday: 6:30 AM  6:30 PM, Friday: 6:30 AM  6:30 PM, Saturday: Closed, Sunday: Closed"
"ChIJq3Exp3V09YgRqRm7Ei5kDPo","30004","school","Kids 'R' Kids Learning Academy of Crabapple","34.0871885","-84.3536695","http://www.crabapplekidsrkids.com/","12496 Crabapple Rd, Alpharetta, GA 30004, USA","https://maps.google.com/?cid=18017886358248036777","(770) 343-9400","Monday: 6:30 AM  6:30 PM, Tuesday: 6:30 AM  6:30 PM, Wednesday: 6:30 AM  6:30 PM, Thursday: 6:30 AM  6:30 PM, Friday: 6:30 AM  6:30 PM, Saturday: Closed, Sunday: Closed"
"ChIJZ3A4PS-c9YgRd9NnWFagfDk","30004","school","Bluegrass Valley KinderCare","34.1133283","-84.2193839","http://www.kindercare.com/our-centers/alpharetta/ga/301527/?utm_campaign=KC_Local&utm_source=L3M_Local&utm_medium=A&utm_content=301527&_google","115 Bluegrass Valley Pkwy, Alpharetta, GA 30005, USA","https://maps.google.com/?cid=4142362049984844663","(770) 346-7674","Monday: 6:30 AM  7:00 PM, Tuesday: 6:30 AM  7:00 PM, Wednesday: 6:30 AM  7:00 PM, Thursday: 6:30 AM  7:00 PM, Friday: 6:30 AM  7:00 PM, Saturday: Closed, Sunday: Closed"
"ChIJLypL_eKd9YgRNKU12esIYWI","30004","point_of_interest","Pet Lodge","34.1089897","-84.2571548","http://www.petlodge.us/","3456 Bethany Bend, Alpharetta, GA 30004, USA","https://maps.google.com/?cid=7088957097512379700","(770) 475-3455","Monday: 7:00 AM  7:00 PM, Tuesday: 7:00 AM  7:00 PM, Wednesday: 7:00 AM  7:00 PM, Thursday: 7:00 AM  7:00 PM, Friday: 7:00 AM  7:00 PM, Saturday: 7:00 AM  4:00 PM, Sunday: 10:00 AM  7:00 PM"
"ChIJxTxJrodz9YgRxFjS6G_uo68","30004","point_of_interest","Crabapple Academy","34.0772989","-84.356369","http://www.crabappleacademyonline.com/","285 Rucker Rd, Alpharetta, GA 30004, USA","https://maps.google.com/?cid=12656221542256105668","(770) 475-4544",""
"ChIJp3Q6f_aC9YgRnVZLa1UMoZ8","30004","point_of_interest","County Line Child Care Center","34.238314","-84.24374299999999","","4270 Canton Hwy, Cumming, GA 30040, USA","https://maps.google.com/?cid=11502488484292810397","(770) 887-9087",""
"ChIJ9RtQbSGf9YgRbiG6MLRAahU","30005","school","Childtime - Closed","34.06306800000001","-84.211608","http://www.childtime.com/?utm_source=google&utm_medium=local-directory&utm_campaign=GooglePlus&rmatt=tsid:1018144%7Ccid:12362%7Ccgid:123623389877%7Ccrid:4607912","5075 Abbotts Bridge Rd #1100, Alpharetta, GA 30005, USA","https://maps.google.com/?cid=1543116964983611758","(844) 278-6472",""
"ChIJMWpfOv6e9YgRPssOyN0x6Ts","30005","point_of_interest","Open Arms Lutheran Child Development Center","34.06316109999999","-84.224424","http://www.openarms.cts.org/","4655 Webb Bridge Rd, Alpharetta, GA 30005, USA","https://maps.google.com/?cid=4317036546425277246","(770) 475-6570",""
"ChIJVcvtsm-e9YgR8WSkDzf-a-I","30005","school","Windward Child Development Center","34.0911228","-84.2535194","http://www.cclc.com/our-centers/alpharetta/ga/075522/?utm_campaign=CCLC_Local&utm_source=L3M_Local&utm_medium=A&utm_content=75522&_google","5830 Windward Pkwy, Alpharetta, GA 30005, USA","https://maps.google.com/?cid=16315413587518842097","(678) 624-0222","Monday: 7:00 AM  6:00 PM, Tuesday: 7:00 AM  6:00 PM, Wednesday: 7:00 AM  6:00 PM, Thursday: 7:00 AM  6:00 PM, Friday: 7:00 AM  6:00 PM, Saturday: Closed, Sunday: Closed"
"ChIJMf7E_C2e9YgRFah1ikiGTbU","30005","school","Preston Ridge Montessori","34.07086700000001","-84.25651599999999","http://www.montessori.com/montessori-schools/alpharetta-ga-7333/?utm_source=google&utm_medium=local-directory&utm_campaign=GooglePlus","3800 North Point Pkwy, Alpharetta, GA 30005, USA","https://maps.google.com/?cid=13064245740190410773","(770) 751-9510","Monday: 7:00 AM  6:00 PM, Tuesday: 7:00 AM  6:00 PM, Wednesday: 7:00 AM  6:00 PM, Thursday: 7:00 AM  6:00 PM, Friday: 7:00 AM  6:00 PM, Saturday: Closed, Sunday: Closed"
"ChIJuXZTAb2e9YgRYArE8x2WeGw","30005","school","Legacy Academy For Children Flynn Crossing","34.09216500000001","-84.2044839","http://www.laflynncrossing.com/","5390 Flynn Crossing Dr, Alpharetta, GA 30005, USA","https://maps.google.com/?cid=7816162208689424992","(770) 475-1011","Monday: 6:30 AM  6:30 PM, Tuesday: 6:30 AM  6:30 PM, Wednesday: 6:30 AM  6:30 PM, Thursday: 6:30 AM  6:30 PM, Friday: 6:30 AM  6:30 PM, Saturday: Closed, Sunday: Closed"
"ChIJ9SHfgw-f9YgRDAO-OABTNaE","30005","point_of_interest","Discovery Point Child Development Jones Bridge","34.050586","-84.21974399999999","http://www.discoverypoint.com/","11035 Jones Bridge Rd, Alpharetta, GA 30022, USA","https://maps.google.com/?cid=11616282074289144588","(770) 663-0120",""
"ChIJtTaPYAuf9YgRXiJPkVAbqvI","30005","school","Kids R Kids","34.041422","-84.222797","http://www.krk18.com/","4780 W Morton Rd, Alpharetta, GA 30022, USA","https://maps.google.com/?cid=17485818536068588126","(770) 751-3900","Monday: 6:00 AM  6:30 PM, Tuesday: 6:00 AM  6:30 PM, Wednesday: 6:00 AM  6:30 PM, Thursday: 6:00 AM  6:30 PM, Friday: 6:00 AM  6:30 PM, Saturday: Closed, Sunday: Closed"
"ChIJZ3A4PS-c9YgRd9NnWFagfDk","30005","school","Bluegrass Valley KinderCare","34.1133283","-84.2193839","http://www.kindercare.com/our-centers/alpharetta/ga/301527/?utm_campaign=KC_Local&utm_source=L3M_Local&utm_medium=A&utm_content=301527&_google","115 Bluegrass Valley Pkwy, Alpharetta, GA 30005, USA","https://maps.google.com/?cid=4142362049984844663","(770) 346-7674","Monday: 6:30 AM  7:00 PM, Tuesday: 6:30 AM  7:00 PM, Wednesday: 6:30 AM  7:00 PM, Thursday: 6:30 AM  7:00 PM, Friday: 6:30 AM  7:00 PM, Saturday: Closed, Sunday: Closed"
"ChIJDVMAd6Cf9YgR7pY_TK5RRSw","30005","school","Mrs. Dayana's Home Daycare","34.0486069","-84.229384","","10995 Spotted Pony Trail, Alpharetta, GA 30022, USA","https://maps.google.com/?cid=3190045720107259630","(678) 366-9041","Monday: 7:30 AM  5:30 PM, Tuesday: 7:30 AM  5:30 PM, Wednesday: 7:30 AM  5:30 PM, Thursday: 7:30 AM  5:30 PM, Friday: 7:30 AM  5:30 PM, Saturday: Closed, Sunday: Closed"
"ChIJH_CBcv6e9YgRQ1YJIcb5Ud4","30005","school","AppleTree~ABC Pre School and Child Care","34.06363960000001","-84.22332109999999","http://www.appletree-abc.com/","4665 Webb Bridge Rd, Alpharetta, GA 30005, USA","https://maps.google.com/?cid=16019859978886665795","(770) 343-8680","Monday: 6:30 AM  6:30 PM, Tuesday: 6:30 AM  6:30 PM, Wednesday: 6:30 AM  6:30 PM, Thursday: 6:30 AM  6:30 PM, Friday: 6:30 AM  6:30 PM, Saturday: Closed, Sunday: Closed"
"ChIJL1UXaamf9YgRjbK_wmpoSfc","30005","school","The Goddard School","34.05367489999999","-84.230318","http://www.goddardschool.com/Alpharetta-IGA?utm_source=google&utm_medium=business_listings&utm_campaign=school&utm_content=main_button","11250 State Bridge Rd, Alpharetta, GA 30022, USA","https://maps.google.com/?cid=17818888208411243149","(770) 754-4796","Monday: 6:30 AM  6:30 PM, Tuesday: 6:30 AM  6:30 PM, Wednesday: 6:30 AM  6:30 PM, Thursday: 6:30 AM  6:30 PM, Friday: 6:30 AM  6:30 PM, Saturday: Closed, Sunday: Closed"
"ChIJhZHps7Kf9YgR29gwBhNeCxI","30005","point_of_interest","Peachtree Park Prep Daycare","34.0626003","-84.23938889999999","http://www.peachtreeparkprep.com/","225 Park Bridge Pkwy, Alpharetta, GA 30005, USA","https://maps.google.com/?cid=1300236353227774171","(770) 667-8854",""
"ChIJFT-ykLOf9YgR2I5BM4NnJGc","30005","point_of_interest","Brookside Academy","34.05960099999999","-84.24271299999999","http://www.brooksideacademy.com/","4600 Alexander Dr, Alpharetta, GA 30022, USA","https://maps.google.com/?cid=7432179098266472152","(770) 360-8260","Monday: 7:00 AM  6:30 PM, Tuesday: 7:00 AM  6:30 PM, Wednesday: 7:00 AM  6:30 PM, Thursday: 7:00 AM  6:30 PM, Friday: 7:00 AM  6:30 PM, Saturday: Closed, Sunday: Closed"
"ChIJNVl6c_d19YgRcllK6ERaQk4","30005","school","Success Kids Learning Center","34.0966817","-84.27352089999999","http://www.successkidslearningcenter.com/","12920 GA-9, Alpharetta, GA 30004, USA","https://maps.google.com/?cid=5639168935422744946","(770) 475-5199","Monday: 7:00 AM  6:30 PM, Tuesday: 7:00 AM  6:30 PM, Wednesday: 7:00 AM  6:30 PM, Thursday: 7:00 AM  6:30 PM, Friday: 7:00 AM  6:30 PM, Saturday: Closed, Sunday: Closed"
"ChIJO266ubue9YgR47gUBb_UA48","30005","school","Primrose School of Alpharetta East","34.0904537","-84.1995991","http://www.primroseschools.com/schools/alpharetta-east?utm_source=google&utm_medium=maplistings&utm_campaign=localmaps","5425 McGinnis Village Pl, Alpharetta, GA 30005, USA","https://maps.google.com/?cid=10305314289242912995","(678) 339-0107","Monday: 6:30 AM  6:30 PM, Tuesday: 6:30 AM  6:30 PM, Wednesday: 6:30 AM  6:30 PM, Thursday: 6:30 AM  6:30 PM, Friday: 6:30 AM  6:30 PM, Saturday: Closed, Sunday: Closed"
"ChIJO9Kb9Rqe9YgRyBGERqdU2Fs","30005","point_of_interest","Bright Horizons at Deerfield","34.09760430000001","-84.26969510000001","http://child-care-preschool.brighthorizons.com/GA/Alpharetta/deerfield/","3105 Webb Rd, Alpharetta, GA 30004, USA","https://maps.google.com/?cid=6618132729840275912","(678) 393-2991","Monday: 6:30 AM  6:30 PM, Tuesday: 6:30 AM  6:30 PM, Wednesday: 6:30 AM  6:30 PM, Thursday: 6:30 AM  6:30 PM, Friday: 6:30 AM  6:30 PM, Saturday: Closed, Sunday: Closed"
"ChIJs-jlWJ2e9YgR8OB6pXS2dBg","30005","school","Carrington Academy","34.1061419","-84.21645789999999","http://www.carringtonacademy.com/preschools/atlanta/alpharetta-big-creek","6670 Shiloh Rd, Alpharetta, GA 30005, USA","https://maps.google.com/?cid=1762233966317461744","(770) 751-3540","Monday: 6:30 AM  6:30 PM, Tuesday: 6:30 AM  6:30 PM, Wednesday: 6:30 AM  6:30 PM, Thursday: 6:30 AM  6:30 PM, Friday: 6:30 AM  6:30 PM, Saturday: Closed, Sunday: Closed"
"ChIJi3EIwjqe9YgR57OA3iM1C9U","30005","school","Kids 'R' Kids Learning Academy of Alpharetta","34.076721","-84.25817599999999","http://www.kidsrkids28alpharetta.com/","3455 Webb Bridge Rd, Alpharetta, GA 30005, USA","https://maps.google.com/?cid=15351422182995571687","(770) 442-3400","Monday: 6:30 AM  7:00 PM, Tuesday: 6:30 AM  7:00 PM, Wednesday: 6:30 AM  7:00 PM, Thursday: 6:30 AM  7:00 PM, Friday: 6:30 AM  7:00 PM, Saturday: Closed, Sunday: Closed"
"ChIJLypL_eKd9YgRNKU12esIYWI","30005","point_of_interest","Pet Lodge","34.1089897","-84.2571548","http://www.petlodge.us/","3456 Bethany Bend, Alpharetta, GA 30004, USA","https://maps.google.com/?cid=7088957097512379700","(770) 475-3455","Monday: 7:00 AM  7:00 PM, Tuesday: 7:00 AM  7:00 PM, Wednesday: 7:00 AM  7:00 PM, Thursday: 7:00 AM  7:00 PM, Friday: 7:00 AM  7:00 PM, Saturday: 7:00 AM  4:00 PM, Sunday: 10:00 AM  7:00 PM"
"ChIJsWmr82J19YgRhAo_RYwb69I","30005","point_of_interest","Sundance Academy","34.0511534","-84.2716997","http://decal.ga.gov/providersearch/SiteDetail.aspx?id=30958&tab=2","3105 Kimball Bridge Rd, Alpharetta, GA 30022, USA","https://maps.google.com/?cid=15198271656763001476","(770) 667-1612",""
"ChIJ0YHUF5919YgRkaChwhp8uJs","30009","school","My First Academy","34.0701591","-84.28927519999999","http://www.myfirstacademy.net/","2425 Old Milton Pkwy, Alpharetta, GA 30009, USA","https://maps.google.com/?cid=11220854925969957009","(770) 559-3152",""
"ChIJBX2jqsR09YgRa7CMA1swzIY","30009","school","Primrose School of Mansell Road","34.0390238","-84.3228719","http://www.primrosemansell.com/?utm_source=google&utm_medium=maplistings&utm_campaign=localmaps","1015 Kingswood Pl, Alpharetta, GA 30009, USA","https://maps.google.com/?cid=9713191663791026283","(770) 552-1986","Monday: 6:30 AM  6:30 PM, Tuesday: 6:30 AM  6:30 PM, Wednesday: 6:30 AM  6:30 PM, Thursday: 6:30 AM  6:30 PM, Friday: 6:30 AM  6:30 PM, Saturday: Closed, Sunday: Closed"
"ChIJkSwRdaB19YgRaOT_tJnZRII","30009","point_of_interest","Creme De La Creme","34.0655364","-84.29173019999999","http://www.cremedelacreme.com/best_preschool_in_georgia.html","11675 Haynes Bridge Rd, Alpharetta, GA 30009, USA","https://maps.google.com/?cid=9386866777536849000","(770) 777-2960",""
"ChIJA2kQX6919YgRTOfKUNMr2hE","30009","point_of_interest","Precocious Kids Child Care","34.0725851","-84.3017955","http://www.precociouskidsdaycare.com/","214 Marietta St, Alpharetta, GA 30009, USA","https://maps.google.com/?cid=1286388830161266508","(770) 569-2283",""
"ChIJ1VgJxsF19YgRZgAkRBIJeB4","30009","point_of_interest","Roundtree Daycare","34.09106829999999","-84.2920312","","603 N Main St, Alpharetta, GA 30009, USA","https://maps.google.com/?cid=2195514792400388198","(678) 624-4330",""
"ChIJO1ADAFh09YgRN-LORwPpr_8","30009","school","Sunshine House","34.0668317","-84.32264459999999","https://sunshinehouse.com/","1255 Upper Hembree Rd, Roswell, GA 30076, USA","https://maps.google.com/?cid=18424200800894902839","(770) 442-1409",""
"ChIJ3RnncCt19YgROAhAsxXUZT0","30009","school","Discovery Point Roswell","34.0239356","-84.3076344","http://oldalabama.discoverypoint.com/","1815 Old Alabama Rd, Roswell, GA 30076, USA","https://maps.google.com/?cid=4424175398628100152","(770) 649-1110","Monday: 6:30 AM  6:30 PM, Tuesday: 6:30 AM  6:30 PM, Wednesday: 6:30 AM  6:30 PM, Thursday: 6:30 AM  6:30 PM, Friday: 6:30 AM  6:30 PM, Saturday: Closed, Sunday: Closed"
"ChIJHSAEMvef9YgRuURLcFlw7rg","30009","school","Alpharetta KinderCare","34.02463399999999","-84.257532","http://www.kindercare.com/our-centers/alpharetta/ga/301338/?utm_campaign=KC_Local&utm_source=L3M_Local&utm_medium=A&utm_content=301338&_google","3580 Old Alabama Rd., Alpharetta, GA 30022, USA","https://maps.google.com/?cid=13325711876874257593","(770) 343-8532","Monday: 6:00 AM  7:00 PM, Tuesday: 6:00 AM  7:00 PM, Wednesday: 6:00 AM  7:00 PM, Thursday: 6:00 AM  7:00 PM, Friday: 6:00 AM  7:00 PM, Saturday: Closed, Sunday: Closed"
"ChIJB4O-vv2h9YgRAocrEgzZ4to","30022","school","Peachtree Park Prep","34.0148906","-84.19309179999999","http://www.peachtreeparkprep.com/","9670 Ventana Way, Alpharetta, GA 30022, USA","https://maps.google.com/?cid=15772407490872575746","(770) 497-6680",""
"ChIJMWpfOv6e9YgRPssOyN0x6Ts","30022","point_of_interest","Open Arms Lutheran Child Development Center","34.06316109999999","-84.224424","http://www.openarms.cts.org/","4655 Webb Bridge Rd, Alpharetta, GA 30005, USA","https://maps.google.com/?cid=4317036546425277246","(770) 475-6570",""
"ChIJVcvtsm-e9YgR8WSkDzf-a-I","30022","school","Windward Child Development Center","34.0911228","-84.2535194","http://www.cclc.com/our-centers/alpharetta/ga/075522/?utm_campaign=CCLC_Local&utm_source=L3M_Local&utm_medium=A&utm_content=75522&_google","5830 Windward Pkwy, Alpharetta, GA 30005, USA","https://maps.google.com/?cid=16315413587518842097","(678) 624-0222","Monday: 7:00 AM  6:00 PM, Tuesday: 7:00 AM  6:00 PM, Wednesday: 7:00 AM  6:00 PM, Thursday: 7:00 AM  6:00 PM, Friday: 7:00 AM  6:00 PM, Saturday: Closed, Sunday: Closed"
"ChIJu333wkd19YgRnUOmxgwvm5I","30022","point_of_interest","North Point Prep","34.03621","-84.29110949999999","http://northpointprep.com/","10455 Old Alabama Rd Con, Alpharetta, GA 30022, USA","https://maps.google.com/?cid=10564089082846528413","(770) 649-8085",""
"ChIJtTaPYAuf9YgRXiJPkVAbqvI","30022","school","Kids R Kids","34.041422","-84.222797","http://www.krk18.com/","4780 W Morton Rd, Alpharetta, GA 30022, USA","https://maps.google.com/?cid=17485818536068588126","(770) 751-3900","Monday: 6:00 AM  6:30 PM, Tuesday: 6:00 AM  6:30 PM, Wednesday: 6:00 AM  6:30 PM, Thursday: 6:00 AM  6:30 PM, Friday: 6:00 AM  6:30 PM, Saturday: Closed, Sunday: Closed"
