OBJECTID,Apartment_Name,Latitude,Longitude,Place_ID,Zip,Website,Address,City,Zip,Map,Phone,Block_Group,Jobs,Retail,Rent,,
119,1904 Mary Lou Ln SE,33.702903,-84.312314,ChIJY_CjzawB9YgRCUuLSMIpSds,30316, ,Mary Lou Ln SE, Atlanta, GA 30316,https://maps.google.com/?cid=15801206682023578377, ,1.31E+11,0.26665,2149.39988,944.989014,,
323,251 North Apartment Homes,33.77025,-84.378153,ChIJ1yj7vW0E9YgRtbwUb-PwJTY,30332,http://www.251northapartments.com/,300 Cityline Ave NE, Atlanta, GA 30308,https://maps.google.com/?cid=3901789511798275253,(404) 881-6699,1.31E+11,33.37999,6006.40015,1390.290039,,
517,3131 Apartments - Decatur,33.812238,-84.304499,ChIJTbb0pbEH9YgR2kAihVjDDKo,30322,http://www.3131apartments.com/,3131 N Druid Hills Rd, Decatur, GA 30033,https://maps.google.com/?cid=12253383471126429914,(678) 554-4537,1.31E+11,7.14707,4402.40458,1661.660034,,
599,32 Hundred Lenox Apartments,33.843827,-84.358936,ChIJC9bIKP8F9YgRNoJ0K-lXbyA,30324,http://www.bellapartmentliving.com/ga/atlanta/32-hundred-lenox/,3200 Lenox Rd NE, Atlanta, GA 30324,https://maps.google.com/?cid=2337183390596629046,(404) 261-3037,1.31E+11,2.87044,10279.40364,1622.650024,,
137,37 Treeview Apartment,33.696244,-84.157344,ChIJ2VoUGPGs9YgRLfmx5k-i_8I,30038,http://www.37treeview.com/contact_us/,37 Tree View Dr, Lithonia, GA 30038,https://maps.google.com/?cid=14051127826475776301,(770) 981-6020,1.31E+11,0.20718,1636.40521,805.659973,,
633,3833 Peachtree Apartments,33.857136,-84.34626,ChIJzZVAM7AI9YgRgtZXfzX5wrg,30319,http://www.3833peachtree.com/,3833 Peachtree Rd, Brookhaven, GA 30319,https://maps.google.com/?cid=13313477456625653378,(404) 237-5320,1.31E+11,2.59006,7087.40522,1615.569946,,
432,500 Northside,33.799589,-84.402466,ChIJDZ38e_sE9YgR0QH7dFkEEvo,30363,http://www.livewell500northside.com/,500 Northside Cir NW, Atlanta, GA 30309,https://maps.google.com/?cid=18019469841323983313,(404) 351-7133,1.31E+11,7.94852,5354.40053,983.565979,,
761,550 Abernathy Apartments,33.938476,-84.368508,ChIJVX5g0Mbdw4kRNe8XnaaMvq8,30328,http://www.hgliving.com/550-abernathy-atlanta-ga,550 Abernathy Rd NE, Atlanta, GA 30328,https://maps.google.com/?cid=12663713849440464693,(404) 256-9888,1.31E+11,7.79826,5262.4076,1760.660034,,
827,555 Mansell Apartments,34.042682,-84.33911,ChIJiTrSJLx09YgRmfiUkoHazmU,30075,http://www.555mansell.com/,555 Eagles Crest Village Ln, Roswell, GA 30076,https://maps.google.com/?cid=7336041093077989529,(770) 998-9103,1.31E+11,7.49174,4729.41333,1768.089966,,
330,755North,33.770558,-84.362926,ChIJQxHD-BoE9YgRHdFVTbiZRac,30306,http://www.755north.com/,755 North Avenue NE, Atlanta, GA 30306,https://maps.google.com/?cid=12053208994577502493,(404) 815-0777,1.31E+11,4.03052,5458.40089,1906.23999,,
386,77 12th,33.784345,-84.384946,ChIJzYSEBUME9YgRT1yH2dSMRYg,30309,http://www.7712th.com/,77 12th St NE, Atlanta, GA 30309,https://maps.google.com/?cid=9819409408361716815,(404) 872-9080,1.31E+11,32.82187,6016.40065,1562.170044,,
591,92 West Paces,33.840581,-84.382925,ChIJ6evD3o4F9YgRguQGGmvIepQ,30355,http://92westpaces.com/buckhead-apartments/,92 West Paces Ferry Rd NW, Atlanta, GA 30305,https://maps.google.com/?cid=10699084227095749762,(404) 504-9292,1.31E+11,10.12734,7957.40289,790.195007,,
340,935M Apartments,33.777675,-84.408647,ChIJc1yhSJIE9YgR61IenOfKnlI,30313,http://www.935m.com/,935 Marietta St, Atlanta, GA 30318,https://maps.google.com/?cid=5953418853535863531,(404) 876-9356,1.31E+11,14.46451,4430.39942,1144.939941,,
656,93East Apartments,33.864071,-84.286215,ChIJY36REhYI9YgR_MQqWc8s14E,30345,http://www.live93east.com/,2565 Shallowford Rd, Atlanta, GA 30345,https://maps.google.com/?cid=9355996019951322364,(404) 633-0993,1.31E+11,2.0054,3545.40794,937.710999,,
204,Abbey Ridge Apartments,33.750373,-84.489284,ChIJ1-1JOGUc9YgRgYkC-f2nKnA,30311, ,3136 M.L.K. Jr Dr NW, Atlanta, GA 30311,https://maps.google.com/?cid=8082457190516033921,(404) 691-3963,1.31E+11,0.41809,1733.39521,519.195984,,
359,Above Atlanta Realtors,33.778353,-84.384779,ChIJ2RezYGgE9YgRjvvjTRTgoVM,30357,http://www.aboveatlanta.com/,860 Peachtree St NE, Atlanta, GA 30308,https://maps.google.com/?cid=6026344154209188750,(404) 645-7777,1.31E+11,37.02319,5914.40034,2004.089966,,
353,Adair Oaks Apartments,33.769708,-84.307315,ChIJM7MKJiQH9YgRJsNBMBAdXJ4,30030,http://www.visionpropertiesinc.com/apartments.htm#AdairAnchor,212 Adair St A3, Decatur, GA 30030,https://maps.google.com/?cid=11411027511216292646,(404) 373-4368,1.31E+11,10.35162,3207.40278,722.023987,,
843,Addison Place,34.063367,-84.20881,ChIJlRLzA-Ge9YgROEVJS7PLTKw,30005,http://www.addisonapts.com/,5100 Abbotts Bridge Rd, Alpharetta, GA 30005,https://maps.google.com/?cid=12415522243676292408,(678) 393-2722,1.31E+11,0.63093,1939.41941,2389.110107,,
578,Advantage Corporate Apartments,33.842775,-84.426199,ChIJ09drPFoF9YgRm8EhOiNNsV8,30325,http://www.advantageapartments.com/,3280 Northside Pkwy NW, Atlanta, GA 30327,https://maps.google.com/?cid=6895377318175424923,(678) 705-5744,1.31E+11,3.35853,3423.40146,1276.170044,,
314,Advantage Corporation Apartments,33.769105,-84.382279,ChIJE-xewnEE9YgR4cwBzKD4qBo,30332,http://www.advantageapartments.com/,530 Piedmont Ave NE, Atlanta, GA 30308,https://maps.google.com/?cid=1921058610574642401,(404) 748-1971,1.31E+11,67.59656,6027.39978,1482.01001,,
406,Advantage Corporation Apartments,33.787016,-84.380719,ChIJjzSdA0QE9YgR8PHIr1MBpkk,30361,http://www.advantageapartments.com/index.asp,222 14th St NE, Atlanta, GA 30309,https://maps.google.com/?cid=5306930669845803504,(866) 282-2503,1.31E+11,28.12491,6089.40093,2093.879883,,
828,ALARA North Point Apartments,34.044536,-84.285738,ChIJozDXFmp19YgRLWYW9HVVxPU,30009,http://www.alaranorthpoint.com/,900 Jameson Pass, Alpharetta, GA 30022,https://maps.google.com/?cid=17709373599822276141,(770) 772-3031,1.31E+11,5.37983,4776.4154,1452.51001,,
396,Alexan 1133 Apartments,33.777423,-84.298077,ChIJIckZFRYH9YgRag7I20JEdB4,30030,http://alexan1133.com/,1133 Commerce Dr, Decatur, GA 30030,https://maps.google.com/?cid=2194453972382125674,(404) 371-6999,1.31E+11,17.59441,3491.40318,173.667007,,
606,Alexan Lenox,33.846885,-84.35617,ChIJCWk2bFUP9YgR4iC3X9o6T5Q,30326,http://alexanlenox.com/,960 East Paces Ferry Rd NE, Atlanta, GA 30326,https://maps.google.com/?cid=10686825150356594914,(404) 869-6580,1.31E+11,30.61395,9954.40437,2913.969971,,
272,Alexan on Krog Urban Apartments,33.756172,-84.364782,ChIJSdVz9fcD9YgR1OUCQJk173I,30307,http://www.alexanonkrog.com/,112 Krog St NE, Atlanta, GA 30307,https://maps.google.com/?cid=8281897172077831636,(404) 331-0620,1.31E+11,2.6469,5303.40037,1848.839966,,
439,Alexander at Stonecrest Apartments,33.768635,-84.079056,ChIJWwajkr-x9YgRqaaIZraLxgg,30058,http://www.alexanderatstonecrest.com/,100 Leslie Oaks Dr, Lithonia, GA 30058,https://maps.google.com/?cid=632346413212673705,(770) 482-7759,1.31E+11,0.09206,1108.41082,1406.939941,,
435,Alexander at the District,33.801491,-84.411638,ChIJy-ldzOME9YgRGcswdOUrFhg,30318,http://www.alexanderatthedistrict.com/,1750 Commerce Dr NW, Atlanta, GA 30318,https://maps.google.com/?cid=1735622970894764825,(404) 458-1200,1.31E+11,4.97645,4398.40024,1172.910034,,
333,Alexander on Ponce Apartments,33.773041,-84.382952,ChIJucyj5G4E9YgRKbzrbsQTSRc,30332,http://www.alexanderonponce.com/,144 Ponce De Leon Ave NE, Atlanta, GA 30308,https://maps.google.com/?cid=1677894070567681065,(404) 815-8020,1.31E+11,31.05983,5928.40027,1376.790039,,
14,Alexandria Landing,33.618212,-84.459824,ChIJ2-HJchjj9IgRGmw19ul-F3Q,30337, ,2135 Godby Rd, Atlanta, GA 30349,https://maps.google.com/?cid=8365294376187161626,(404) 762-6620,1.31E+11,2.59224,2024.39103,835.083008,,
214,Allen Hills Apartments,33.753953,-84.488788,ChIJ8X4uAHAc9YgRIzTJsUr6lkM,30311, ,3086 Middleton Rd NW, Atlanta, GA 30311,https://maps.google.com/?cid=4870355245765047331,(404) 505-1790,1.31E+11,0.48209,1769.39556,394.643005,,
369,Allen Wilson Apartments,33.772362,-84.299004,ChIJaSVEYDwH9YgRDTCZj0SY0Es,30030, ,1450 Commerce Dr, Decatur, GA 30030,https://maps.google.com/?cid=5463033768234790925,(404) 687-8358,1.31E+11,17.59441,3491.40318,173.667007,,
477,Allure At Brookwood,33.811073,-84.389475,ChIJXRDx0a4F9YgRLKxk8qFcOHE,30309,http://allurebrookwood.maac.com/,40 Peachtree Valley Rd NE, Atlanta, GA 30309,https://maps.google.com/?cid=8158372575607827500,(404) 350-3033,1.31E+11,13.31361,5687.40143,926.062988,,
576,Allure in Buckhead Village,33.837519,-84.375764,ChIJHaQ8No0F9YgRQugqRNN6p1o,30305,http://allurebuckhead.maac.com/,360 Pharr Rd NE, Atlanta, GA 30305,https://maps.google.com/?cid=6532324832324544578,(404) 231-8743,1.31E+11,21.74632,10104.40315,1214.459961,,
861,Alpharetta Corporate Apartments,34.104342,-84.265651,ChIJG_RqRwGe9YgRZNK7u15DvM0,30005,http://www.arcorporate.com/,13000 Summit Blvd, Alpharetta, GA 30004,https://maps.google.com/?cid=14824798147552465508,(770) 614-2121,1.31E+11,3.02486,2243.41908,2347.530029,,
57,Alta Coventry Station,33.682096,-84.50137,ChIJ-fR4NPMd9YgRg_sWMaqK2hA,30331,http://www.altacoventrystation.com/,3378 Greenbriar Pkwy SW, Atlanta, GA 30331,https://maps.google.com/?cid=1214435513102433155,(866) 683-8951,1.31E+11,0.80416,2264.39206,1120.48999,,
424,Amberidge Apartments,33.786709,-84.300568,ChIJL3ZaEhAH9YgRDqzD_R30RcU,30030,http://www.amberidge.info/,1031 Scott Blvd, Decatur, GA 30030,https://maps.google.com/?cid=14215036208513526798,(404) 797-3815,1.31E+11,3.64514,4033.40376,763.901978,,
838,AMLI at Northwinds,34.063359,-84.285294,ChIJzWCCU5519YgR2cPQTK56te0,30009,http://www.amli.com/apartments/atlanta/North-Atlanta/Alpharetta/northwinds,32000 Gardner Dr, Alpharetta, GA 30009,https://maps.google.com/?cid=17128731646805197785,(888) 479-2936,1.31E+11,5.14984,3823.41628,2084.310059,,
523,AMLI Lindbergh,33.820052,-84.365281,ChIJ2RRfP8MF9YgRCKQkvnkAn20,30324,http://www.amli.com/apartments/atlanta/Buckhead/Atlanta/lindbergh,2400 Parkland Dr NE, Atlanta, GA 30324,https://maps.google.com/?cid=7899032794312254472,(404) 267-1013,1.31E+11,10.9677,7140.40271,1799.22998,,
279,AMLI Management Company,33.760525,-84.387581,ChIJmy2YWWkV9YgRFwKjnBFq8qQ,30303,http://www.amli.com/,260 Peachtree St NW #1700, Atlanta, GA 30303,https://maps.google.com/?cid=11885678990459077143,(770) 281-3300,1.31E+11,67.59656,6027.39978,1482.01001,,
825,AMLI North Point,34.036344,-84.309469,ChIJu8rplSZ19YgRp_yii3fhMJo,30009,http://www.amli.com/apartments/atlanta/North-Atlanta/Alpharetta/north-point,9000 Beaver Creek Rd, Alpharetta, GA 30022,https://maps.google.com/?cid=11110628184283085991,(678) 971-2316,1.31E+11,5.37983,4776.4154,1452.51001,,
322,AMLI Old 4th Ward,33.76898,-84.366363,ChIJQfERKw4E9YgRat6hswPvgsA,30308,http://www.amli.com/apartments/atlanta/Downtown/Atlanta/old4thward,525 Glen Iris Dr NE, Atlanta, GA 30308,https://maps.google.com/?cid=13871912601432219242,(404) 267-4583,1.31E+11,7.30988,5701.40045,976.541992,,
308,AMLI Parkside,33.765663,-84.365526,ChIJbaWsEg8E9YgRuOrQwvFLRHg,30312,http://www.amli.com/apartments/atlanta/Downtown/Atlanta/parkside,660 Ralph McGill Blvd NE, Atlanta, GA 30312,https://maps.google.com/?cid=8666135084695349944,(404) 267-0968,1.31E+11,7.30988,5701.40045,976.541992,,
329,AMLI Ponce Park,33.770698,-84.365735,ChIJN8-3fBAE9YgRJ1OXXmQYGLI,30306,http://www.amli.com/apartments/atlanta/downtown/atlanta/ponce-park,641 North Avenue NE, Atlanta, GA 30308,https://maps.google.com/?cid=12833033957555000103,(404) 267-0964,1.31E+11,7.30988,5701.40045,976.541992,,
631,Anderson at Clairmont,33.851539,-84.302054,ChIJ4W8uZHAI9YgR6KyiJCFNMwE,30345,http://www.andersonatclairmont.com/,2500 NE Expy NE, Atlanta, GA 30345,https://maps.google.com/?cid=86497622594071784,(404) 982-7900,1.31E+11,2.30223,3783.40675,1607.349976,,
34,Ansley At Princeton Lakes,33.660603,-84.508234,ChIJy0PIAhHi9IgRGsQR23vzmVo,31131,http://ansleyatprincetonlakes.com/,3871 Redwine Rd, Atlanta, GA 30344,https://maps.google.com/?cid=6528516848132146202,(404) 629-9700,1.31E+11,1.01877,2462.39119,1742.650024,,
441,Ansley Forest Apartments,33.799269,-84.369418,ChIJy3eQeDME9YgR7E8mulg4bpY,30324,http://www.ansleyforestapartments.com/,1616 Piedmont Ave NE, Atlanta, GA 30324,https://maps.google.com/?cid=10839663306858713068,(404) 875-4702,1.31E+11,3.17378,5486.40186,1330.609985,,
267,Antioch Manor Estates,33.738055,-84.196243,ChIJp36R_e-r9YgRTTNgv4Knrgs,30088,http://www.antiochmanorliving.com/,4711 Bishop Ming Blvd, Stone Mountain, GA 30088,https://maps.google.com/?cid=841794360363201357,(770) 322-8839,1.31E+11,0.55947,2212.40542,942.299011,,
394,Apex West Midtown Apartments,33.789738,-84.425386,ChIJbQ6gNMQE9YgR6np8qbgatho,30318,http://venterraliving.com/apexwestmidtown/rent_pricing_availability?id=GA4XGGM,1133 Huff Rd NW, Atlanta, GA 30318,https://maps.google.com/?cid=1924755271167277802,(678) 686-9595,1.31E+11,6.63348,4035.39974,1126.280029,,
90,Appletree Townhouses,33.703688,-84.464287,ChIJ2eRb1BYd9YgRYdB0X8WtL04,30311, ,2328 Campbellton Rd SW, Atlanta, GA 30311,https://maps.google.com/?cid=5633912722085433441,(404) 349-7988,1.31E+11,0.60626,1878.39435,550.883972,,
183,Appliance Warehouse,33.747433,-84.542352,ChIJjXV6RL8e9YgRgiaXuEIquJ0,30336,https://www.appliancewhse.com/atlantawasherdryerrental.asp,4705 Bakers Ferry Rd SW # I, Atlanta, GA 30336,https://maps.google.com/?cid=11364880125722568322,(800) 693-4343,1.31E+11,2.32311,1588.39352,1007.47998,,
198,Arbor Crossings Apartments,33.711277,-84.135239,ChIJKWiXpbGt9YgRgUUIEKTxvR4,30058,http://www.arborcrossings.com/,10 Arbor Crossing Dr, Lithonia, GA 30058,https://maps.google.com/?cid=2215192278682060161,(770) 981-5471,1.31E+11,0.16023,1821.40635,1248.829956,,
250,Arbors of East Atlanta,33.747641,-84.328691,ChIJZWR7wzYB9YgRmsowFmAN47U,30317,http://bradenfellman.com/apartments/Arbors/,1800 Memorial Dr SE, Atlanta, GA 30317,https://maps.google.com/?cid=13106334046918593178,(404) 378-6412,1.31E+11,0.76656,3171.40137,738.820984,,
726,ARIUM Dunwoody,33.915168,-84.3003,ChIJE4OvPJcJ9YgRvloEM9ww874,30341,http://www.ariumdunwoody.com/,10 Gentrys Walk, Atlanta, GA 30341,https://maps.google.com/?cid=13759395008853859006,(770) 452-1773,1.31E+11,2.13109,5287.40936,1415.359985,,
821,ARIUM Johns Creek Apartments,34.017375,-84.195845,ChIJj8l0hVef9YgRFtYLUehRjls,30023,http://ariumjohnscreek.com/luxury-apartments/johns-creek/ga,9700 Medlock Crossing Pkwy, Alpharetta, GA 30022,https://maps.google.com/?cid=6597300562378348054,(770) 824-3063,1.31E+11,2.0848,3175.41744,2938.719971,,
832,Arium North Point,34.054735,-84.323636,ChIJJZnll-109YgRIGs-rX3SMsE,30076,http://ariumnorthpoint.com/,11251 Alpharetta Hwy, Roswell, GA 30076,https://maps.google.com/?cid=13921420835374918432,(770) 442-1773,1.31E+11,5.49564,4936.41459,1532.599976,,
799,ARIUM Riverside,34.00733,-84.353628,ChIJj-azJV8L9YgRjrzCkvaMzC8,30075,http://ariumriverside.com/,100 Chattahoochee Cir, Roswell, GA 30075,https://maps.google.com/?cid=3444282805683666062,(770) 587-5665,1.31E+11,0.83851,2400.41085,1102.900024,,
652,ARIUM Station 29,33.853564,-84.205797,ChIJ9_KrMBam9YgR3iUDLJi58_E,30084,http://ariumstation29.com/,2334 Fuller Way, Tucker, GA 30084,https://maps.google.com/?cid=17434482645705893342,(770) 908-8510,1.31E+11,3.60781,4618.40966,849.638977,,
220,Artist Square,33.746806,-84.404873,ChIJH8AvfnAD9YgR9DAg0gVS5P8,30303,http://www.artistsquareapartments.com/,23 Larkin Pl SW, Atlanta, GA 30313,https://maps.google.com/?cid=18438952959315292404,(404) 584-6556,1.31E+11,6.04406,4705.39822,650.453003,,
409,Arts Center Tower,33.789368,-84.388181,ChIJ-UiZ_FoE9YgRsZQBQkBCwSg,30363,http://www.liveartscentertower.com/,1270 West Peachtree St NW, Atlanta, GA 30309,https://maps.google.com/?cid=2936701275775014065,(404) 875-8666,1.31E+11,19.94391,5608.4006,1515.880005,,
273,Ashby Park Apartments,33.762271,-84.416774,ChIJpUlMgZ8E9YgRLHp5RI1UzsI,30310, ,880 Rock St NW, Atlanta, GA 30314,https://maps.google.com/?cid=14037250054276348460,(404) 221-9055,1.31E+11,1.53868,3808.39843,558.83197,,
490,Ashford 2788 Apartments,33.819116,-84.445392,ChIJCQcCUc4a9YgRaN91BKQ6s3Y,30325,http://www.ashford2788.com/,2788 Defoors Ferry Rd NW, Atlanta, GA 30318,https://maps.google.com/?cid=8553244593430585192,(404) 596-5656,1.31E+11,4.39186,3029.39983,978.340027,,
110,Ashford at Springlake,33.724667,-84.570546,ChIJ90XG4wYf9YgRTAGqX5RvXz8,30336,http://rjamesproperties.com/properties/ashford/,6200 Bakers Ferry Rd SW, Atlanta, GA 30331,https://maps.google.com/?cid=4566491230227792204,(404) 629-1708,1.31E+11,1.64596,1368.39148,2034.180054,,
144,Ashford East Village,33.715281,-84.327289,ChIJl7P6ZwkB9YgRDSqf937Cdkc,30316,http://www.ashfordeastvillage.com/,1438 Bouldercrest Rd, Atlanta, GA 30346,https://maps.google.com/?cid=5149517074520812045,(404) 748-4466,1.31E+11,0.168,2349.39972,369.328003,,
654,Ashford Gardens Apartments,33.863423,-84.299001,ChIJ-WtZVWgI9YgRMvLfu_S1NQs,30345,http://www.ashfordgardens.com/,2203 Plaster Rd NE, Atlanta, GA 30345,https://maps.google.com/?cid=807751770911535666,(404) 320-6306,1.31E+11,1.59009,3746.40713,678.995972,,
748,Ashford Park Apartment Homes,33.92775,-84.331725,ChIJr5oVUWcJ9YgRUO8prauTa7c,30346,http://ashfordparkapts.com/,2000 Asbury Square, Atlanta, GA 30346,https://maps.google.com/?cid=13216819897002749776,(770) 396-7771,1.31E+11,14.88655,7970.40871,2391.149902,,
440,Ashford Pavilion,33.785799,-84.244001,ChIJv4BIcLqp9YgRbYx2aNN-UmM,30079,http://www.ashfordpavilion.com/,3681 N Decatur Rd, Decatur, GA 30032,https://maps.google.com/?cid=7156922204300938349,(404) 806-7756,1.31E+11,3.1449,2922.40588,844.953979,,
708,Ashford Walk Apartments,33.895535,-84.230311,ChIJbw99VgKn9YgRITk2aoXQ0Ec,30340,http://ashfordwalk.com/,3480 Morningside Village Ln, Atlanta, GA 30340,https://maps.google.com/?cid=5174865243279866145,(770) 939-6042,1.31E+11,3.63846,3599.41104,750.731018,,
456,Ashgrove Apartments,33.78883,-84.212265,ChIJizRW_Bup9YgRqmS14_41IPo,30072,http://livewellashgrove.com/,481 Hambrick Rd, Stone Mountain, GA 30083,https://maps.google.com/?cid=18023465077595006122,(404) 292-6022,1.31E+11,0.53349,2538.40716,846.343018,,
589,Ashland Lakeview,33.8213,-84.194113,ChIJg_gJL7eo9YgRkVN-1NhsIeY,30083,http://www.ashlandlakeview.com/,200 Summit Lake Dr, Stone Mountain, GA 30083,https://maps.google.com/?cid=16582654981488661393,(770) 615-6216,1.31E+11,3.41361,2582.40924,805.945007,,
346,Ashland Pines Apartments,33.757295,-84.196145,ChIJA7hb81Cp9YgRfh0m6RAeDrI,30088,http://www.ashlandpinesapts.com/,1247 Adcox Rd, Stone Mountain, GA 30088,https://maps.google.com/?cid=12830225446405021054,(877) 959-7313,1.31E+11,0.49889,1936.40645,1300.910034,,
242,Ashley Auburn Pointe,33.751038,-84.377912,ChIJdeOFBnbC9YgRmHsldVDY4EU,30303,http://www.ashleyauburnpointe.com/,357 Auburn Pointe Dr SE, Atlanta, GA 30312,https://maps.google.com/?cid=5035262223474588568,(844) 300-8115,1.31E+11,130.38314,5335.39931,762.120972,,
108,Ashley Cascade,33.718441,-84.52339,ChIJkTEAv38e9YgRCEekph-2RNw,30331,http://www.ashleycascade.com,1371 Kimberly Way SW, Atlanta, GA 30331,https://maps.google.com/?cid=15872011233816495880,(866) 791-2924,1.31E+11,0.59705,1579.39265,885.442017,,
209,Ashley Collegetown Apartments,33.745048,-84.417841,ChIJZ9eqdkID9YgRZfBqVB-7UNI,30310,http://www.ashleycollegetown.com/contact.php,387 Joseph E Lowery Blvd SW, Atlanta, GA 30310,https://maps.google.com/?cid=15154818489336393829,(844) 711-3987,1.31E+11,7.03944,3421.39769,602.984009,,
