place_id,zipcode,place_type,place_name,latitude,longitude,website_url,property_address,map_url,phone
ChIJvfNEU7_29YgRpoa7a1pF_0Y,30004,local_government_office,State of Georgia Department of Driver Services,34.2803135,-83.827039,http://www.dds.ga.gov/locations/dllocations.aspx?csc=6,"1010 Aviation Blvd, Gainesville, GA 30501, USA",https://maps.google.com/?cid=5115883956372997798,(770) 532-5308
ChIJlcAcvsxP9YgRUrVw3CoJ-Zo,30004,local_government_office,Department of Driver Services,34.2063901,-84.8139974,http://www.dds.ga.gov/locations/dllocations.aspx?csc=3,"1304 Joe Frank Harris Parkway, Cartersville, GA 30121, USA",https://maps.google.com/?cid=11166966830733505874,(770) 387-3704
ChIJNTQoLdgD9YgR_fOiKQIhXX8,30004,local_government_office,Commercial Drivers License,33.7259656,-84.3557922,http://www.dds.ga.gov/commercial/,"959 E Confederate Ave SE, Atlanta, GA 30316, USA",https://maps.google.com/?cid=9177527908823135229,(678) 413-8400
ChIJfyTLgIAA9YgRDB3UgkpsmpQ,30004,local_government_office,Georgia Department of Driver Services,33.7087634,-84.2748457,http://www.dds.ga.gov/locations/dllocations.aspx?csc=52,"2801 Candler Rd #82, Decatur, GA 30034, USA",https://maps.google.com/?cid=10707990131305094412,(678) 413-8400
ChIJDx-Ev2IL9YgRn81VTx7YS5k,30004,local_government_office,DMV Office Sandy Spring,33.9915712,-84.3535154,http://www.dds.ga.gov/locations/dllocations.aspx?csc=58,"8610 Roswell Rd #710, Atlanta, GA 30350, USA",https://maps.google.com/?cid=11046160135747915167,(678) 413-8600
ChIJyaX6dLmx9YgRm35P6J6_3h0,30004,point_of_interest,Ga Driver's Services,33.774327,-84.0760726,http://www.dds.ga.gov/drivers/,"8040 Rockbridge Rd, Lithonia, GA 30058, USA",https://maps.google.com/?cid=2152368361152937627,
ChIJmxVsUUYW9YgRz_5DlgsJZXc,30004,local_government_office,DMV,33.914583,-84.5811096,http://local.dmv.org/georgia/cobb-county/marietta/1605-county-services-pkwy./dmv-office-locations.php,"1605 County Services Pkwy, Marietta, GA 30008, USA",https://maps.google.com/?cid=8603292608531529423,(678) 413-8400
ChIJZ7dEwYDF9YgRRrhO8IrVDoY,30004,local_government_office,Georgia Department of Driver Services,33.8215904,-83.8091651,http://www.dds.ga.gov/locations/dllocations.aspx?csc=65,"1010 Heritage Pkwy, Between, GA 30655, USA",https://maps.google.com/?cid=9659893043470186566,(678) 413-8400
ChIJfyTLgIAA9YgResfXdhzygxE,30004,local_government_office,DDS,33.7087634,-84.2748457,http://www.dds.ga.gov/,"2801 Candler Rd #82, Decatur, GA 30034, USA",https://maps.google.com/?cid=1262118524660729722,(678) 413-8400
ChIJ9eoTHncD9YgRUmN5RJQeFVM,30004,local_government_office,Georgia Department of Driver Services,33.7451722,-84.3999439,http://www.dds.ga.gov/,"400 Whitehall Street SW, Atlanta, GA 30303, USA",https://maps.google.com/?cid=5986724901811741522,(404) 463-0303
ChIJGaCxXfn89IgR8hvoTUCY2ZU,30004,local_government_office,Department of Driver Services,33.6172444,-84.4015289,http://www.dds.ga.gov/locations/dllocations.aspx?csc=59,"5036 GA-85, Forest Park, GA 30297, USA",https://maps.google.com/?cid=10797828983549860850,(404) 669-3961
ChIJ0cItyGIL9YgRwb0SGrsnimk,30005,local_government_office,Georgia Department of Driver Services,33.9915658,-84.3534965,http://www.dds.ga.gov/,"8610 Roswell Rd #710, Atlanta, GA 30350, USA",https://maps.google.com/?cid=7604934605318307265,(678) 413-8400
ChIJa6OQx1eh9YgRuurbWtvqSdo,30005,local_government_office,Georgia Department of Driver Services,33.9358339,-84.1860176,http://www.dds.ga.gov/locations/dllocations.aspx?csc=64,"2211 Beaver Ruin Rd, Norcross, GA 30071, USA",https://maps.google.com/?cid=15729361401411267258,(678) 413-8400
ChIJxVumBHuF9YgRUuSQ9t4FIOU,30005,local_government_office,Georgia Department of Driver's Services,34.2252441,-84.1088623,http://www.dds.ga.gov/locations/index.aspx,"400 Aquatic Cir, Cumming, GA 30040, USA",https://maps.google.com/?cid=16510202689117807698,(678) 413-8400
ChIJlU8OUk6-9YgRdTtxCzbrG44,30005,local_government_office,DDS,33.973975,-83.9808955,http://www.dds.ga.gov/,"310 Hurricane Shoals Rd NE, Lawrenceville, GA 30046, USA",https://maps.google.com/?cid=10240036795109686133,(678) 413-8400
ChIJzR2uQk6-9YgRWiNb_JnKHQs,30005,local_government_office,Lawrenceville DDS,33.9739831,-83.9808889,http://www.dds.ga.gov/locations/dllocations.aspx?csc=54,"310 Hurricane Shoals Rd NE, Lawrenceville, GA 30046, USA",https://maps.google.com/?cid=801019071454454618,(770) 995-6855
ChIJmxVsUUYW9YgRaKBzlWsusZQ,30005,local_government_office,Georgia Department of Driver Services,33.9138554,-84.5814758,http://www.dds.ga.gov/locations/dllocations.aspx?csc=56,"1605 County Services Pkwy, Marietta, GA 30008, USA",https://maps.google.com/?cid=10714396028094881896,(678) 413-8400
ChIJbfq0hrmx9YgRzvVUmu0a1Ik,30005,local_government_office,Georgia Department of Driver Services,33.7757173,-84.0751805,http://www.dds.ga.gov/,"8040 Rockbridge Rd SW, Lithonia, GA 30058, USA",https://maps.google.com/?cid=9931592686057616846,(770) 484-3850
ChIJIxjc01eh9YgR86D4kGL3ADg,30005,school,Dds,33.9356838,-84.1864594,,"3007, 2211 Beaver Ruin Rd, Norcross, GA 30071, USA",https://maps.google.com/?cid=4035497268835033331,
ChIJE2wD9YRA9YgR5JIgw9YmXr4,30005,local_government_office,Department of Driver Services,34.0444118,-84.6559063,http://www.dds.ga.gov/locations/dllocations.aspx?csc=86,"3690 Old 41 Hwy NW, Kennesaw, GA 30144, USA",https://maps.google.com/?cid=13717444218855658212,(678) 413-8400
ChIJfyTLgIAA9YgRDB3UgkpsmpQ,30005,local_government_office,Georgia Department of Driver Services,33.7087634,-84.2748457,http://www.dds.ga.gov/locations/dllocations.aspx?csc=52,"2801 Candler Rd #82, Decatur, GA 30034, USA",https://maps.google.com/?cid=10707990131305094412,(678) 413-8400
ChIJNTQoLdgD9YgR_fOiKQIhXX8,30005,local_government_office,Commercial Drivers License,33.7259656,-84.3557922,http://www.dds.ga.gov/commercial/,"959 E Confederate Ave SE, Atlanta, GA 30316, USA",https://maps.google.com/?cid=9177527908823135229,(678) 413-8400
ChIJvfNEU7_29YgRpoa7a1pF_0Y,30005,local_government_office,State of Georgia Department of Driver Services,34.2803135,-83.827039,http://www.dds.ga.gov/locations/dllocations.aspx?csc=6,"1010 Aviation Blvd, Gainesville, GA 30501, USA",https://maps.google.com/?cid=5115883956372997798,(770) 532-5308
ChIJDx-Ev2IL9YgRn81VTx7YS5k,30005,local_government_office,DMV Office Sandy Spring,33.9915712,-84.3535154,http://www.dds.ga.gov/locations/dllocations.aspx?csc=58,"8610 Roswell Rd #710, Atlanta, GA 30350, USA",https://maps.google.com/?cid=11046160135747915167,(678) 413-8600
ChIJZ7dEwYDF9YgRRrhO8IrVDoY,30005,local_government_office,Georgia Department of Driver Services,33.8215904,-83.8091651,http://www.dds.ga.gov/locations/dllocations.aspx?csc=65,"1010 Heritage Pkwy, Between, GA 30655, USA",https://maps.google.com/?cid=9659893043470186566,(678) 413-8400
ChIJ9eoTHncD9YgRUmN5RJQeFVM,30005,local_government_office,Georgia Department of Driver Services,33.7451722,-84.3999439,http://www.dds.ga.gov/,"400 Whitehall Street SW, Atlanta, GA 30303, USA",https://maps.google.com/?cid=5986724901811741522,(404) 463-0303
ChIJyaX6dLmx9YgRm35P6J6_3h0,30005,point_of_interest,Ga Driver's Services,33.774327,-84.0760726,http://www.dds.ga.gov/drivers/,"8040 Rockbridge Rd, Lithonia, GA 30058, USA",https://maps.google.com/?cid=2152368361152937627,
ChIJYdlwTd-09YgRyFRywPM1m1Y,30005,local_government_office,Georgia Department of Driver Services,33.6666764,-83.9755819,http://dds.ga.gov/,"2206 Eastview Pkwy NE, Conyers, GA 30013, USA",https://maps.google.com/?cid=6240641029673997512,(678) 413-8400
ChIJGaCxXfn89IgR8hvoTUCY2ZU,30005,local_government_office,Department of Driver Services,33.6172444,-84.4015289,http://www.dds.ga.gov/locations/dllocations.aspx?csc=59,"5036 GA-85, Forest Park, GA 30297, USA",https://maps.google.com/?cid=10797828983549860850,(404) 669-3961
ChIJlcAcvsxP9YgRUrVw3CoJ-Zo,30005,local_government_office,Department of Driver Services,34.2063901,-84.8139974,http://www.dds.ga.gov/locations/dllocations.aspx?csc=3,"1304 Joe Frank Harris Parkway, Cartersville, GA 30121, USA",https://maps.google.com/?cid=11166966830733505874,(770) 387-3704
ChIJmxVsUUYW9YgRz_5DlgsJZXc,30005,local_government_office,DMV,33.914583,-84.5811096,http://local.dmv.org/georgia/cobb-county/marietta/1605-county-services-pkwy./dmv-office-locations.php,"1605 County Services Pkwy, Marietta, GA 30008, USA",https://maps.google.com/?cid=8603292608531529423,(678) 413-8400
ChIJ0cItyGIL9YgRwb0SGrsnimk,30009,local_government_office,Georgia Department of Driver Services,33.9915658,-84.3534965,http://www.dds.ga.gov/,"8610 Roswell Rd #710, Atlanta, GA 30350, USA",https://maps.google.com/?cid=7604934605318307265,(678) 413-8400
ChIJa6OQx1eh9YgRuurbWtvqSdo,30009,local_government_office,Georgia Department of Driver Services,33.9358339,-84.1860176,http://www.dds.ga.gov/locations/dllocations.aspx?csc=64,"2211 Beaver Ruin Rd, Norcross, GA 30071, USA",https://maps.google.com/?cid=15729361401411267258,(678) 413-8400
ChIJmxVsUUYW9YgRaKBzlWsusZQ,30009,local_government_office,Georgia Department of Driver Services,33.9138554,-84.5814758,http://www.dds.ga.gov/locations/dllocations.aspx?csc=56,"1605 County Services Pkwy, Marietta, GA 30008, USA",https://maps.google.com/?cid=10714396028094881896,(678) 413-8400
ChIJxVumBHuF9YgRUuSQ9t4FIOU,30009,local_government_office,Georgia Department of Driver's Services,34.2252441,-84.1088623,http://www.dds.ga.gov/locations/index.aspx,"400 Aquatic Cir, Cumming, GA 30040, USA",https://maps.google.com/?cid=16510202689117807698,(678) 413-8400
ChIJlU8OUk6-9YgRdTtxCzbrG44,30009,local_government_office,DDS,33.973975,-83.9808955,http://www.dds.ga.gov/,"310 Hurricane Shoals Rd NE, Lawrenceville, GA 30046, USA",https://maps.google.com/?cid=10240036795109686133,(678) 413-8400
ChIJDx-Ev2IL9YgRn81VTx7YS5k,30009,local_government_office,DMV Office Sandy Spring,33.9915712,-84.3535154,http://www.dds.ga.gov/locations/dllocations.aspx?csc=58,"8610 Roswell Rd #710, Atlanta, GA 30350, USA",https://maps.google.com/?cid=11046160135747915167,(678) 413-8600
ChIJE2wD9YRA9YgR5JIgw9YmXr4,30009,local_government_office,Department of Driver Services,34.0444118,-84.6559063,http://www.dds.ga.gov/locations/dllocations.aspx?csc=86,"3690 Old 41 Hwy NW, Kennesaw, GA 30144, USA",https://maps.google.com/?cid=13717444218855658212,(678) 413-8400
ChIJIxjc01eh9YgR86D4kGL3ADg,30009,school,Dds,33.9356838,-84.1864594,,"3007, 2211 Beaver Ruin Rd, Norcross, GA 30071, USA",https://maps.google.com/?cid=4035497268835033331,
ChIJzR2uQk6-9YgRWiNb_JnKHQs,30009,local_government_office,Lawrenceville DDS,33.9739831,-83.9808889,http://www.dds.ga.gov/locations/dllocations.aspx?csc=54,"310 Hurricane Shoals Rd NE, Lawrenceville, GA 30046, USA",https://maps.google.com/?cid=801019071454454618,(770) 995-6855
ChIJbfq0hrmx9YgRzvVUmu0a1Ik,30009,local_government_office,Georgia Department of Driver Services,33.7757173,-84.0751805,http://www.dds.ga.gov/,"8040 Rockbridge Rd SW, Lithonia, GA 30058, USA",https://maps.google.com/?cid=9931592686057616846,(770) 484-3850
ChIJNTQoLdgD9YgR_fOiKQIhXX8,30009,local_government_office,Commercial Drivers License,33.7259656,-84.3557922,http://www.dds.ga.gov/commercial/,"959 E Confederate Ave SE, Atlanta, GA 30316, USA",https://maps.google.com/?cid=9177527908823135229,(678) 413-8400
ChIJfyTLgIAA9YgRDB3UgkpsmpQ,30009,local_government_office,Georgia Department of Driver Services,33.7087634,-84.2748457,http://www.dds.ga.gov/locations/dllocations.aspx?csc=52,"2801 Candler Rd #82, Decatur, GA 30034, USA",https://maps.google.com/?cid=10707990131305094412,(678) 413-8400
ChIJmxVsUUYW9YgRz_5DlgsJZXc,30009,local_government_office,DMV,33.914583,-84.5811096,http://local.dmv.org/georgia/cobb-county/marietta/1605-county-services-pkwy./dmv-office-locations.php,"1605 County Services Pkwy, Marietta, GA 30008, USA",https://maps.google.com/?cid=8603292608531529423,(678) 413-8400
ChIJyaX6dLmx9YgRm35P6J6_3h0,30009,point_of_interest,Ga Driver's Services,33.774327,-84.0760726,http://www.dds.ga.gov/drivers/,"8040 Rockbridge Rd, Lithonia, GA 30058, USA",https://maps.google.com/?cid=2152368361152937627,
ChIJ9eoTHncD9YgRUmN5RJQeFVM,30009,local_government_office,Georgia Department of Driver Services,33.7451722,-84.3999439,http://www.dds.ga.gov/,"400 Whitehall Street SW, Atlanta, GA 30303, USA",https://maps.google.com/?cid=5986724901811741522,(404) 463-0303
ChIJfyTLgIAA9YgResfXdhzygxE,30009,local_government_office,DDS,33.7087634,-84.2748457,http://www.dds.ga.gov/,"2801 Candler Rd #82, Decatur, GA 30034, USA",https://maps.google.com/?cid=1262118524660729722,(678) 413-8400
ChIJGaCxXfn89IgR8hvoTUCY2ZU,30009,local_government_office,Department of Driver Services,33.6172444,-84.4015289,http://www.dds.ga.gov/locations/dllocations.aspx?csc=59,"5036 GA-85, Forest Park, GA 30297, USA",https://maps.google.com/?cid=10797828983549860850,(404) 669-3961
ChIJlcAcvsxP9YgRUrVw3CoJ-Zo,30009,local_government_office,Department of Driver Services,34.2063901,-84.8139974,http://www.dds.ga.gov/locations/dllocations.aspx?csc=3,"1304 Joe Frank Harris Parkway, Cartersville, GA 30121, USA",https://maps.google.com/?cid=11166966830733505874,(770) 387-3704
ChIJvfNEU7_29YgRpoa7a1pF_0Y,30009,local_government_office,State of Georgia Department of Driver Services,34.2803135,-83.827039,http://www.dds.ga.gov/locations/dllocations.aspx?csc=6,"1010 Aviation Blvd, Gainesville, GA 30501, USA",https://maps.google.com/?cid=5115883956372997798,(770) 532-5308
ChIJZ7dEwYDF9YgRRrhO8IrVDoY,30009,local_government_office,Georgia Department of Driver Services,33.8215904,-83.8091651,http://www.dds.ga.gov/locations/dllocations.aspx?csc=65,"1010 Heritage Pkwy, Between, GA 30655, USA",https://maps.google.com/?cid=9659893043470186566,(678) 413-8400
ChIJ0cItyGIL9YgRwb0SGrsnimk,30022,local_government_office,Georgia Department of Driver Services,33.9915658,-84.3534965,http://www.dds.ga.gov/,"8610 Roswell Rd #710, Atlanta, GA 30350, USA",https://maps.google.com/?cid=7604934605318307265,(678) 413-8400
ChIJa6OQx1eh9YgRuurbWtvqSdo,30022,local_government_office,Georgia Department of Driver Services,33.9358339,-84.1860176,http://www.dds.ga.gov/locations/dllocations.aspx?csc=64,"2211 Beaver Ruin Rd, Norcross, GA 30071, USA",https://maps.google.com/?cid=15729361401411267258,(678) 413-8400
ChIJIxjc01eh9YgR86D4kGL3ADg,30022,school,Dds,33.9356838,-84.1864594,,"3007, 2211 Beaver Ruin Rd, Norcross, GA 30071, USA",https://maps.google.com/?cid=4035497268835033331,
ChIJDx-Ev2IL9YgRn81VTx7YS5k,30022,local_government_office,DMV Office Sandy Spring,33.9915712,-84.3535154,http://www.dds.ga.gov/locations/dllocations.aspx?csc=58,"8610 Roswell Rd #710, Atlanta, GA 30350, USA",https://maps.google.com/?cid=11046160135747915167,(678) 413-8600
ChIJxVumBHuF9YgRUuSQ9t4FIOU,30022,local_government_office,Georgia Department of Driver's Services,34.2252441,-84.1088623,http://www.dds.ga.gov/locations/index.aspx,"400 Aquatic Cir, Cumming, GA 30040, USA",https://maps.google.com/?cid=16510202689117807698,(678) 413-8400
ChIJlU8OUk6-9YgRdTtxCzbrG44,30022,local_government_office,DDS,33.973975,-83.9808955,http://www.dds.ga.gov/,"310 Hurricane Shoals Rd NE, Lawrenceville, GA 30046, USA",https://maps.google.com/?cid=10240036795109686133,(678) 413-8400
ChIJzR2uQk6-9YgRWiNb_JnKHQs,30022,local_government_office,Lawrenceville DDS,33.9739831,-83.9808889,http://www.dds.ga.gov/locations/dllocations.aspx?csc=54,"310 Hurricane Shoals Rd NE, Lawrenceville, GA 30046, USA",https://maps.google.com/?cid=801019071454454618,(770) 995-6855
ChIJud_IBXR19YgRZhKQX0rcOyg,30022,lawyer,"LAW OFFICE OF SCOTT A. MILLER, P.C.",34.0601192,-84.2855366,http://www.lawofficeofscottmiller.com/,"2500 Northwinds Pkwy #330, Alpharetta, GA 30009, USA",https://maps.google.com/?cid=2899152997132014182,(770) 408-1001
ChIJmxVsUUYW9YgRaKBzlWsusZQ,30022,local_government_office,Georgia Department of Driver Services,33.9138554,-84.5814758,http://www.dds.ga.gov/locations/dllocations.aspx?csc=56,"1605 County Services Pkwy, Marietta, GA 30008, USA",https://maps.google.com/?cid=10714396028094881896,(678) 413-8400
ChIJbfq0hrmx9YgRzvVUmu0a1Ik,30022,local_government_office,Georgia Department of Driver Services,33.7757173,-84.0751805,http://www.dds.ga.gov/,"8040 Rockbridge Rd SW, Lithonia, GA 30058, USA",https://maps.google.com/?cid=9931592686057616846,(770) 484-3850
ChIJdbWKrtaf9YgRywpNZh2GB7k,30022,local_government_office,Fulton County Tag Office,34.0580663,-84.2646958,http://www.fultoncountyga.gov/,"3155 Royal Dr, Alpharetta, GA 30022, USA",https://maps.google.com/?cid=13332772682682141387,(770) 619-0954
ChIJNTQoLdgD9YgR_fOiKQIhXX8,30022,local_government_office,Commercial Drivers License,33.7259656,-84.3557922,http://www.dds.ga.gov/commercial/,"959 E Confederate Ave SE, Atlanta, GA 30316, USA",https://maps.google.com/?cid=9177527908823135229,(678) 413-8400
ChIJfyTLgIAA9YgRDB3UgkpsmpQ,30022,local_government_office,Georgia Department of Driver Services,33.7087634,-84.2748457,http://www.dds.ga.gov/locations/dllocations.aspx?csc=52,"2801 Candler Rd #82, Decatur, GA 30034, USA",https://maps.google.com/?cid=10707990131305094412,(678) 413-8400
ChIJ9eoTHncD9YgRUmN5RJQeFVM,30022,local_government_office,Georgia Department of Driver Services,33.7451722,-84.3999439,http://www.dds.ga.gov/,"400 Whitehall Street SW, Atlanta, GA 30303, USA",https://maps.google.com/?cid=5986724901811741522,(404) 463-0303
ChIJfyTLgIAA9YgResfXdhzygxE,30022,local_government_office,DDS,33.7087634,-84.2748457,http://www.dds.ga.gov/,"2801 Candler Rd #82, Decatur, GA 30034, USA",https://maps.google.com/?cid=1262118524660729722,(678) 413-8400
ChIJE2wD9YRA9YgR5JIgw9YmXr4,30022,local_government_office,Department of Driver Services,34.0444118,-84.6559063,http://www.dds.ga.gov/locations/dllocations.aspx?csc=86,"3690 Old 41 Hwy NW, Kennesaw, GA 30144, USA",https://maps.google.com/?cid=13717444218855658212,(678) 413-8400
ChIJZ7dEwYDF9YgRRrhO8IrVDoY,30022,local_government_office,Georgia Department of Driver Services,33.8215904,-83.8091651,http://www.dds.ga.gov/locations/dllocations.aspx?csc=65,"1010 Heritage Pkwy, Between, GA 30655, USA",https://maps.google.com/?cid=9659893043470186566,(678) 413-8400
